Species,Species ID,Accepted,Class,Order,Family,Mass,Mass imputed
Pteromys volans,M218,Pteromys volans,Mammalia,Rodentia,Sciuridae,143.75,FALSE
Pygeretmus platyurus,M219,Pygeretmus platyurus,Mammalia,Rodentia,Dipodidae,40.14,FALSE
Pygeretmus pumilio,M220,Pygeretmus pumilio,Mammalia,Rodentia,Dipodidae,52,FALSE
Rangifer tarandus,M221,Rangifer tarandus,Mammalia,Artiodactyla,Cervidae,86033.98,FALSE
Rhinolophus blasii,M224,Rhinolophus blasii,Mammalia,Chiroptera,Rhinolophidae,9.7,FALSE
Rhinolophus euryale,M225,Rhinolophus euryale,Mammalia,Chiroptera,Rhinolophidae,8.15,FALSE
Rhinolophus ferrumequinum,M226,Rhinolophus ferrumequinum,Mammalia,Chiroptera,Rhinolophidae,21.06,FALSE
Rhinolophus hipposideros,M227,Rhinolophus hipposideros,Mammalia,Chiroptera,Rhinolophidae,4.71,FALSE
Rhinolophus mehelyi,M228,Rhinolophus mehelyi,Mammalia,Chiroptera,Rhinolophidae,12.33,FALSE
Rhombomys opimus,M229,Rhombomys opimus,Mammalia,Rodentia,Muridae,144,FALSE
Rousettus aegyptiacus,M230,Rousettus aegyptiacus,Mammalia,Chiroptera,Pteropodidae,132.24,FALSE
Rupicapra pyrenaica,M231,Rupicapra pyrenaica,Mammalia,Artiodactyla,Bovidae,30000,FALSE
Rupicapra rupicapra,M232,Rupicapra rupicapra,Mammalia,Artiodactyla,Bovidae,26100,FALSE
Saiga tatarica,M233,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,29000,FALSE
Sciurus anomalus,M234,Sciurus anomalus,Mammalia,Rodentia,Sciuridae,256,FALSE
Sciurus vulgaris,M235,Sciurus vulgaris,Mammalia,Rodentia,Sciuridae,333,FALSE
Sicista armenica,M236,Sicista armenica,Mammalia,Rodentia,Dipodidae,6.53,FALSE
Sicista betulina,M237,Sicista betulina,Mammalia,Rodentia,Dipodidae,8,FALSE
Sicista caucasica,M238,Sicista caucasica,Mammalia,Rodentia,Dipodidae,10,FALSE
Sicista kazbegica,M239,Sicista kazbegica,Mammalia,Rodentia,Dipodidae,6.43,FALSE
Sicista kluchorica,M240,Sicista kluchorica,Mammalia,Rodentia,Dipodidae,7.2,FALSE
Sicista severtzovi,M241,Sicista severtzovi,Mammalia,Rodentia,Dipodidae,11.77,FALSE
Sicista strandi,M242,Sicista strandi,Mammalia,Rodentia,Dipodidae,10.3,FALSE
Sicista subtilis,M243,Sicista subtilis,Mammalia,Rodentia,Dipodidae,11.75,FALSE
Sorex alpinus,M244,Sorex alpinus,Mammalia,Soricomorpha,Soricidae,7.8,FALSE
Sorex antinorii,M245,Sorex antinorii,Mammalia,Soricomorpha,Soricidae,6.05,FALSE
Sorex araneus,M246,Sorex araneus,Mammalia,Soricomorpha,Soricidae,10,FALSE
Sorex caecutiens,M248,Sorex caecutiens,Mammalia,Soricomorpha,Soricidae,5.38,FALSE
Sorex coronatus,M249,Sorex coronatus,Mammalia,Soricomorpha,Soricidae,9.6,FALSE
Sorex granarius,M250,Sorex granarius,Mammalia,Soricomorpha,Soricidae,6.28,FALSE
Sorex isodon,M251,Sorex isodon,Mammalia,Soricomorpha,Soricidae,9.35,FALSE
Sorex minutissimus,M252,Sorex minutissimus,Mammalia,Soricomorpha,Soricidae,2.51,FALSE
Sorex minutus,M253,Sorex minutus,Mammalia,Soricomorpha,Soricidae,4.5,FALSE
Sorex raddei,M254,Sorex raddei,Mammalia,Soricomorpha,Soricidae,10,FALSE
Sorex samniticus,M255,Sorex samniticus,Mammalia,Soricomorpha,Soricidae,8.25,FALSE
Sorex satunini,M256,Sorex satunini,Mammalia,Soricomorpha,Soricidae,7.47,FALSE
Sorex tundrensis,M257,Sorex tundrensis,Mammalia,Soricomorpha,Soricidae,7.73,FALSE
Sorex volnuchini,M258,Sorex volnuchini,Mammalia,Soricomorpha,Soricidae,4.61,FALSE
Spalax arenarius,M259,Spalax arenarius,Mammalia,Rodentia,Spalacidae,520,FALSE
Spalax ehrenbergi,M260,Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,164.35,FALSE
Spalax giganteus,M261,Spalax giganteus,Mammalia,Rodentia,Spalacidae,301.96,FALSE
Spalax graecus,M262,Spalax graecus,Mammalia,Rodentia,Spalacidae,316.04,FALSE
Spalax leucodon,M263,Spalax leucodon,Mammalia,Rodentia,Spalacidae,188.67,FALSE
Spalax microphthalmus,M264,Spalax microphthalmus,Mammalia,Rodentia,Spalacidae,470,FALSE
Spalax nehringi,M265,Spalax nehringi,Mammalia,Rodentia,Spalacidae,295.05,FALSE
Spalax uralensis,M266,Spalax uralensis,Mammalia,Rodentia,Spalacidae,295.05,FALSE
Spalax zemni,M267,Spalax zemni,Mammalia,Rodentia,Spalacidae,316.28,FALSE
Spermophilus citellus,M268,Spermophilus citellus,Mammalia,Rodentia,Sciuridae,290,FALSE
Spermophilus fulvus,M269,Spermophilus fulvus,Mammalia,Rodentia,Sciuridae,596,FALSE
Spermophilus major,M270,Spermophilus major,Mammalia,Rodentia,Sciuridae,269.07,FALSE
Spermophilus musicus,M271,Spermophilus musicus,Mammalia,Rodentia,Sciuridae,284.72,FALSE
Spermophilus pygmaeus,M272,Spermophilus pygmaeus,Mammalia,Rodentia,Sciuridae,136,FALSE
Spermophilus suslicus,M273,Spermophilus suslicus,Mammalia,Rodentia,Sciuridae,252,FALSE
Spermophilus taurensis,M274,Spermophilus taurensis,Mammalia,Rodentia,Sciuridae,137.37557060842482,TRUE
Spermophilus xanthoprymnus,M275,Spermophilus xanthoprymnus,Mammalia,Rodentia,Sciuridae,289.67,FALSE
Stylodipus telum,M276,Stylodipus telum,Mammalia,Rodentia,Dipodidae,55,FALSE
Suncus etruscus,M277,Suncus etruscus,Mammalia,Soricomorpha,Soricidae,2.13,FALSE
Sus scrofa,M278,Sus scrofa,Mammalia,Artiodactyla,Suidae,96118.09,FALSE
Tadarida teniotis,M279,Tadarida teniotis,Mammalia,Chiroptera,Molossidae,27.04,FALSE
Talpa caeca,M280,Talpa caeca,Mammalia,Soricomorpha,Talpidae,92.5,FALSE
Talpa caucasica,M281,Talpa caucasica,Mammalia,Soricomorpha,Talpidae,90,FALSE
Talpa davidiana,M282,Talpa davidiana,Mammalia,Soricomorpha,Talpidae,80.28,FALSE
Talpa europaea,M283,Talpa europaea,Mammalia,Soricomorpha,Talpidae,77,FALSE
Talpa levantis,M284,Talpa levantis,Mammalia,Soricomorpha,Talpidae,90,FALSE
Talpa occidentalis,M285,Talpa occidentalis,Mammalia,Soricomorpha,Talpidae,53.5,FALSE
Talpa romana,M286,Talpa romana,Mammalia,Soricomorpha,Talpidae,92.5,FALSE
Talpa stankovici,M287,Talpa stankovici,Mammalia,Soricomorpha,Talpidae,71.12,FALSE
Tamias sibiricus,M288,Tamias sibiricus,Mammalia,Rodentia,Sciuridae,85,FALSE
Tatera indica,M289,Tatera indica,Mammalia,Rodentia,Muridae,166.31,FALSE
Ursus arctos,M290,Ursus arctos,Mammalia,Carnivora,Ursidae,180520.42,FALSE
Ursus maritimus,M291,Ursus maritimus,Mammalia,Carnivora,Ursidae,388750.36,FALSE
Vespertilio murinus,M292,Vespertilio murinus,Mammalia,Chiroptera,Vespertilionidae,18.7,FALSE
Vormela peregusna,M293,Vormela peregusna,Mammalia,Carnivora,Mustelidae,450.38,FALSE
Vulpes corsac,M294,Vulpes corsac,Mammalia,Carnivora,Canidae,2400,FALSE
Vulpes vulpes,M295,Vulpes vulpes,Mammalia,Carnivora,Canidae,5476.17,FALSE
Ablepharus bivittatus,R1,Ablepharus bivittatus,Reptilia,Squamata,Scincidae,4.363450333288476,FALSE
Ablepharus budaki,R2,Ablepharus budaki,Reptilia,Squamata,Scincidae,2.012463234371778,FALSE
Ablepharus chernovi,R3,Ablepharus chernovi,Reptilia,Squamata,Scincidae,2.94374000569286,FALSE
Ablepharus kitaibelii,R4,Ablepharus kitaibelii,Reptilia,Squamata,Scincidae,3.707737598804038,FALSE
Ablepharus pannonicus,R5,Ablepharus pannonicus,Reptilia,Squamata,Scincidae,3.1234253014593003,FALSE
Acanthodactylus erythrurus,R6,Acanthodactylus erythrurus,Reptilia,Squamata,Lacertidae,13.66306621338215,FALSE
Acanthodactylus schreiberi,R7,Acanthodactylus schreiberi,Reptilia,Squamata,Lacertidae,18.449864502151012,FALSE
Algyroides fitzingeri,R8,Algyroides fitzingeri,Reptilia,Squamata,Lacertidae,2.165858740065513,FALSE
Algyroides marchi,R9,Algyroides marchi,Reptilia,Squamata,Lacertidae,3.5102503473947717,FALSE
Algyroides moreoticus,R10,Algyroides moreoticus,Reptilia,Squamata,Lacertidae,2.955700894334359,FALSE
Algyroides nigropunctatus,R11,Algyroides nigropunctatus,Reptilia,Squamata,Lacertidae,7.9778215193254525,FALSE
Alsophylax pipiens,R12,Alsophylax pipiens,Reptilia,Squamata,Gekkonidae,1.6926389212364379,FALSE
Anguis cephallonica,R13,Anguis cephallonica,Reptilia,Squamata,Anguidae,75.85960342675237,FALSE
Anguis fragilis,R14,Anguis fragilis,Reptilia,Squamata,Anguidae,79.7587839791403,FALSE
Archaeolacerta bedriagae,R15,Archaeolacerta bedriagae,Reptilia,Squamata,Lacertidae,13.66306621338215,FALSE
Asaccus elisae,R16,Asaccus elisae,Reptilia,Squamata,Phyllodactylidae,7.194984041384055,FALSE
Blanus cinereus,R17,Blanus cinereus,Reptilia,Squamata,Blanidae,16.57393487459795,FALSE
Blanus strauchi,R18,Blanus strauchi,Reptilia,Squamata,Blanidae,9.736580054817761,FALSE
Chalcides bedriagai,R19,Chalcides bedriagai,Reptilia,Squamata,Scincidae,20.035683472238222,FALSE
Chalcides sexlineatus bistriatus,R20,Chalcides sexlineatus bistriatus,Reptilia,Squamata,Scincidae,1.442841392959566,TRUE
Chalcides chalcides,R21,Chalcides chalcides,Reptilia,Squamata,Scincidae,34.16064773949282,FALSE
Chalcides ocellatus,R22,Chalcides ocellatus,Reptilia,Squamata,Scincidae,79.72576129894401,FALSE
Chalcides sexlineatus,R23,Chalcides sexlineatus,Reptilia,Squamata,Scincidae,20.840399648060494,FALSE
Chalcides simonyi,R24,Chalcides simonyi,Reptilia,Squamata,Scincidae,95.87779883272982,TRUE
Chalcides striatus,R25,Chalcides striatus,Reptilia,Squamata,Scincidae,34.16064773949282,FALSE
Chalcides viridanus,R26,Chalcides viridanus,Reptilia,Squamata,Scincidae,48.988503743843985,FALSE
Chamaeleo chamaeleon,R27,Chamaeleo chamaeleon,Reptilia,Squamata,Chamaeleonidae,95.63197148628706,FALSE
Coronella austriaca,R28,Coronella austriaca,Reptilia,Squamata,Colubridae,66.51896404929404,FALSE
Coronella girondica,R29,Coronella girondica,Reptilia,Squamata,Colubridae,66.51896404929404,FALSE
Cyrtopodion caspium,R30,Tenuidactylus caspius,Reptilia,Squamata,Gekkonidae,252.97902884043955,TRUE
Mediodactylus heterocercus,R31,Mediodactylus heterocercus,Reptilia,Squamata,Gekkonidae,3.1345242422553907,FALSE
Mediodactylus kotschyi,R32,Mediodactylus kotschyi,Reptilia,Squamata,Gekkonidae,3.84632889948261,FALSE
Mediodactylus russowii,R33,Mediodactylus russowii,Reptilia,Squamata,Gekkonidae,3.3383539500777224,FALSE
Cyrtopodion scabrum,R34,Cyrtopodion scabrum,Reptilia,Squamata,Gekkonidae,5.804688821706638,FALSE
Darevskia alpina,R35,Darevskia alpina,Reptilia,Squamata,Lacertidae,7.323754890170709,FALSE
Darevskia armeniaca,R36,Darevskia armeniaca,Reptilia,Squamata,Lacertidae,9.02954278142597,FALSE
Darevskia bendimahiensis,R37,Darevskia bendimahiensis,Reptilia,Squamata,Lacertidae,5.983912893865876,FALSE
Darevskia brauneri,R38,Darevskia brauneri,Reptilia,Squamata,Lacertidae,8.318851791797,FALSE
Darevskia caucasica,R39,Darevskia caucasica,Reptilia,Squamata,Lacertidae,7.010463669587117,FALSE
Darevskia clarkorum,R40,Darevskia clarkorum,Reptilia,Squamata,Lacertidae,7.646165024328209,FALSE
Darevskia daghestanica,R41,Darevskia daghestanica,Reptilia,Squamata,Lacertidae,4.580111059543858,FALSE
Darevskia dahli,R42,Darevskia dahli,Reptilia,Squamata,Lacertidae,6.124027087770891,FALSE
Darevskia derjugini,R43,Darevskia derjugini,Reptilia,Squamata,Lacertidae,6.410727473809027,FALSE
Darevskia dryada,R44,Darevskia dryada,Reptilia,Squamata,Lacertidae,8.812284486294189,FALSE
Darevskia lindholmi,R45,Darevskia lindholmi,Reptilia,Squamata,Lacertidae,9.779255388025643,FALSE
Darevskia mixta,R46,Darevskia mixta,Reptilia,Squamata,Lacertidae,5.8459347146508405,FALSE
Darevskia raddei nairensis,R47,Darevskia raddei nairensis,Reptilia,Squamata,Lacertidae,137.1186127643663,TRUE
Darevskia parvula,R48,Darevskia parvula,Reptilia,Squamata,Lacertidae,5.650966464535437,FALSE
Darevskia portschinskii,R49,Darevskia portschinskii,Reptilia,Squamata,Lacertidae,7.010463669587117,FALSE
Darevskia praticola,R50,Darevskia praticola,Reptilia,Squamata,Lacertidae,6.706163753809758,FALSE
Darevskia raddei,R51,Darevskia raddei,Reptilia,Squamata,Lacertidae,10.169062369892469,FALSE
Darevskia rostombekovi,R52,Darevskia rostombekowi,Reptilia,Squamata,Lacertidae,60.50138971214256,TRUE
Darevskia rudis,R53,Darevskia rudis,Reptilia,Squamata,Lacertidae,15.9484759197419,FALSE
Darevskia sapphirina,R54,Darevskia sapphirina,Reptilia,Squamata,Lacertidae,4.35097611291516,FALSE
Darevskia saxicola,R55,Darevskia saxicola,Reptilia,Squamata,Lacertidae,15.673585812796524,FALSE
Darevskia unisexualis,R56,Darevskia unisexualis,Reptilia,Squamata,Lacertidae,9.02954278142597,FALSE
Darevskia uzzelli,R57,Darevskia uzzelli,Reptilia,Squamata,Lacertidae,5.062025632989812,FALSE
Darevskia valentini,R58,Darevskia valentini,Reptilia,Squamata,Lacertidae,11.830920934516175,FALSE
Eirenis aurolineatus,R59,Eirenis aurolineatus,Reptilia,Squamata,Colubridae,18.18324967134815,FALSE
Eirenis barani,R60,Eirenis barani,Reptilia,Squamata,Colubridae,19.3597344516243,FALSE
Platyceps collaris,R61,Platyceps collaris,Reptilia,Squamata,Colubridae,117.21953655481303,FALSE
Eirenis coronella,R62,Eirenis coronella,Reptilia,Squamata,Colubridae,5.991938414364921,FALSE
Eirenis decemlineatus,R63,Eirenis decemlineatus,Reptilia,Squamata,Colubridae,68.00673188540259,FALSE
Eirenis eiselti,R64,Eirenis eiselti,Reptilia,Squamata,Colubridae,11.445382679286688,FALSE
Eirenis hakkariensis,R65,Eirenis hakkariensis,Reptilia,Squamata,Colubridae,11.445382679286688,FALSE
Eirenis levantinus,R66,Eirenis levantinus,Reptilia,Squamata,Colubridae,16.50159697638535,FALSE
Eirenis lineomaculatus,R67,Eirenis lineomaculatus,Reptilia,Squamata,Colubridae,6.290794566422472,FALSE
Eirenis modestus,R68,Eirenis modestus,Reptilia,Squamata,Colubridae,32.042472849643055,FALSE
Eirenis punctatolineatus,R69,Eirenis punctatolineatus,Reptilia,Squamata,Colubridae,32.042472849643055,FALSE
Eirenis rothii,R70,Eirenis rothii,Reptilia,Squamata,Colubridae,8.154339048853664,FALSE
Eirenis thospitis,R71,Eirenis thospitis,Reptilia,Squamata,Colubridae,24.521540833741355,FALSE
Elaphe dione,R72,Elaphe dione,Reptilia,Squamata,Colubridae,117.21953655481303,FALSE
Eirenis medus,R73,Eirenis medus,Reptilia,Squamata,Colubridae,5.991938414364921,FALSE
Zamenis hohenackeri,R74,Zamenis hohenackeri,Reptilia,Squamata,Colubridae,58.39635109465791,FALSE
Zamenis lineatus,R75,Zamenis lineatus,Reptilia,Squamata,Colubridae,450.9307075839481,FALSE
Zamenis longissimus,R76,Zamenis longissimus,Reptilia,Squamata,Colubridae,681.263558978744,FALSE
Elaphe quatuorlineata,R77,Elaphe quatuorlineata,Reptilia,Squamata,Colubridae,681.263558978744,FALSE
Zamenis scalaris,R78,Zamenis scalaris,Reptilia,Squamata,Colubridae,18.51168914966747,TRUE
Zamenis situla,R79,Zamenis situla,Reptilia,Squamata,Colubridae,117.21953655481303,FALSE
Emys orbicularis,R80,Emys orbicularis,Reptilia,Testudines,Emydidae,1599.1887060386593,FALSE
Eremias arguta,R81,Eremias arguta,Reptilia,Squamata,Lacertidae,22.8559880337543,FALSE
Eremias intermedia,R82,Eremias intermedia,Reptilia,Squamata,Lacertidae,7.646165024328209,FALSE
Eremias pleskei,R83,Eremias pleskei,Reptilia,Squamata,Lacertidae,5.062025632989812,FALSE
Eremias scripta,R84,Eremias scripta,Reptilia,Squamata,Lacertidae,6.706163753809758,FALSE
Eremias strauchi,R85,Eremias strauchi,Reptilia,Squamata,Lacertidae,11.830920934516175,FALSE
Eremias suphani,R86,Eremias suphani,Reptilia,Squamata,Lacertidae,5.8459347146508405,FALSE
Eremias velox,R87,Eremias,Reptilia,Squamata,Lacertidae,19.04146224639718,FALSE
Eryx jaculus,R88,Eryx jaculus,Reptilia,Squamata,Boidae,254.22894955007072,FALSE
Eryx miliaris,R89,Eryx miliaris,Reptilia,Squamata,Boidae,367.30108902206786,FALSE
Euleptes europaea,R90,Euleptes europaea,Reptilia,Squamata,Sphaerodactylidae,2.0992367128829725,FALSE
Eumeces schneideri,R91,Eumeces schneiderii,Reptilia,Squamata,Scincidae,159.68249031515037,FALSE
Gallotia atlantica,R92,Gallotia atlantica,Reptilia,Squamata,Lacertidae,28.683589728040072,FALSE
Gallotia auaritae,R93,Gallotia auaritae,Reptilia,Squamata,Lacertidae,1.3453295404026275,TRUE
Gallotia bravoana,R94,Gallotia bravoana,Reptilia,Squamata,Lacertidae,164.01823645664,FALSE
Gallotia caesaris,R95,Gallotia caesaris,Reptilia,Squamata,Lacertidae,31.099120706451266,FALSE
Gallotia galloti,R96,Gallotia galloti,Reptilia,Squamata,Lacertidae,68.42219069248848,FALSE
Gallotia intermedia,R97,Gallotia intermedia,Reptilia,Squamata,Lacertidae,91.48672243051588,FALSE
Gallotia simonyi,R98,Gallotia simonyi,Reptilia,Squamata,Lacertidae,2671.6321988721525,FALSE
Gallotia stehlini,R99,Gallotia stehlini,Reptilia,Squamata,Lacertidae,1085.8336291974394,FALSE
Gloydius intermedius,R100,Gloydius intermedius,Reptilia,Squamata,Viperidae,262.47916512059544,FALSE
Hellenolacerta graeca,R101,Hellenolacerta graeca,Reptilia,Squamata,Lacertidae,14.14865803294883,FALSE
Hemidactylus turcicus,R102,Hemidactylus turcicus,Reptilia,Squamata,Gekkonidae,4.870906644612689,FALSE
Hemorrhois hippocrepis,R103,Hemorrhois hippocrepis,Reptilia,Squamata,Colubridae,681.263558978744,FALSE
Dolichophis cypriensis,R104,Hierophis cypriensis,Reptilia,Squamata,Colubridae,2.099667373902887,TRUE
Hierophis gemonensis,R105,Hierophis gemonensis,Reptilia,Squamata,Colubridae,219.38458716027827,FALSE
Hierophis viridiflavus,R106,Hierophis viridiflavus,Reptilia,Squamata,Colubridae,386.5989195974214,FALSE
Iberolacerta aranica,R107,Iberolacerta aranica,Reptilia,Squamata,Lacertidae,6.973475444938353,FALSE
Iberolacerta aurelioi,R108,Iberolacerta aurelioi,Reptilia,Squamata,Lacertidae,6.483762570530774,FALSE
Iberolacerta bonnali,R109,Iberolacerta bonnali,Reptilia,Squamata,Lacertidae,6.516071483208581,FALSE
Iberolacerta cyreni,R110,Iberolacerta cyreni,Reptilia,Squamata,Lacertidae,17.303388110374065,FALSE
Iberolacerta galani,R111,Iberolacerta galani,Reptilia,Squamata,Lacertidae,14.14865803294883,FALSE
Iberolacerta horvathi,R112,Iberolacerta horvathi,Reptilia,Squamata,Lacertidae,6.410727473809027,FALSE
Iberolacerta martinezricai,R113,Iberolacerta martinezricai,Reptilia,Squamata,Lacertidae,7.600473882792815,FALSE
Iberolacerta monticola,R114,Iberolacerta monticola,Reptilia,Squamata,Lacertidae,13.953075397121529,FALSE
Lacerta agilis,R115,Lacerta agilis,Reptilia,Squamata,Lacertidae,33.64544029558697,FALSE
Anatololacerta anatolica,R116,Anatololacerta anatolica,Reptilia,Squamata,Lacertidae,9.779255388025643,FALSE
Lacerta bilineata,R117,Lacerta bilineata,Reptilia,Squamata,Lacertidae,49.573186193259865,FALSE
Apathya cappadocica,R118,Apathya cappadocica,Reptilia,Squamata,Lacertidae,10.169062369892469,FALSE
Phoenicolacerta cyanisparsa,R119,Phoenicolacerta cyanisparsa,Reptilia,Squamata,Lacertidae,6.410727473809027,FALSE
Anatololacerta danfordi,R120,Anatololacerta danfordi,Reptilia,Squamata,Lacertidae,9.779255388025643,FALSE
Teira dugesii,R121,Teira dugesii,Reptilia,Squamata,Lacertidae,12.272676623188719,FALSE
Phoenicolacerta laevis,R122,Phoenicolacerta laevis,Reptilia,Squamata,Lacertidae,15.153791725900295,FALSE
Timon lepidus,R123,Timon lepidus,Reptilia,Squamata,Lacertidae,383.3419520223104,FALSE
Lacerta media,R124,Lacerta media,Reptilia,Squamata,Lacertidae,91.48672243051588,FALSE
Dinarolacerta mosorensis,R125,Dinarolacerta mosorensis,Reptilia,Squamata,Lacertidae,11.830920934516175,FALSE
Dinarolacerta montenegrina,R126,Dinarolacerta montenegrina,Reptilia,Squamata,Lacertidae,6.067724069938159,FALSE
Anatololacerta oertzeni,R127,Anatololacerta anatolica,Reptilia,Squamata,Lacertidae,903.8430292040003,TRUE
Dalmatolacerta oxycephala,R128,Dalmatolacerta oxycephala,Reptilia,Squamata,Lacertidae,8.191570022364377,FALSE
Lacerta pamphylica,R129,Lacerta pamphylica,Reptilia,Squamata,Lacertidae,39.14387870435329,FALSE
Parvilacerta parva,R130,Parvilacerta parva,Reptilia,Squamata,Lacertidae,5.576322413680735,FALSE
Timon princeps,R131,Timon princeps,Reptilia,Squamata,Lacertidae,72.68458614929743,FALSE
Lacerta schreiberi,R132,Lacerta schreiberi,Reptilia,Squamata,Lacertidae,55.413419523927196,FALSE
Lacerta strigata,R133,Lacerta strigata,Reptilia,Squamata,Lacertidae,91.48672243051588,FALSE
Lacerta trilineata,R134,Lacerta trilineata,Reptilia,Squamata,Lacertidae,117.18198002193141,FALSE
Phoenicolacerta troodica,R135,Phoenicolacerta troodica,Reptilia,Squamata,Lacertidae,7.9778215193254525,FALSE
Lacerta viridis,R136,Lacerta viridis,Reptilia,Squamata,Lacertidae,91.48672243051588,FALSE
Zootoca vivipara,R137,Zootoca vivipara,Reptilia,Squamata,Lacertidae,10.569005648370158,FALSE
Paralaudakia caucasia,R138,Paralaudakia caucasia,Reptilia,Squamata,Agamidae,183.28762763182942,FALSE
Stellagama stellio,R139,Stellagama stellio,Reptilia,Squamata,Agamidae,334.57301500002745,FALSE
Myriopholis macrorhyncha,R140,Myriopholis macrorhyncha,Reptilia,Squamata,Leptotyphlopidae,4.353631873768749,FALSE
Trachylepis aurata,R141,Heremites auratus,Reptilia,Squamata,Scincidae,33.80596418288598,FALSE
Trachylepis vittata,R142,Heremites vittatus,Reptilia,Squamata,Scincidae,18.241876912990453,FALSE
Macroprotodon brevis,R143,Macroprotodon brevis,Reptilia,Squamata,Colubridae,20.1690220606,FALSE
Macroprotodon cucullatus,R144,Macroprotodon cucullatus,Reptilia,Squamata,Colubridae,25.690991710321775,FALSE
Macrovipera lebetina,R145,Macrovipera lebetinus,Reptilia,Squamata,Viperidae,4769.842951496376,FALSE
Macrovipera schweizeri,R146,Macrovipera schweizeri,Reptilia,Squamata,Viperidae,634.6098271282242,FALSE
Malpolon monspessulanus,R147,Malpolon monspessulanus,Reptilia,Squamata,Psammophiidae,388.3534691074502,FALSE
Mauremys caspica,R148,Mauremys caspica,Reptilia,Testudines,Geoemydidae,2260.6432075975786,FALSE
Mauremys leprosa,R149,Mauremys leprosa,Reptilia,Testudines,Geoemydidae,2260.6432075975786,FALSE
Mauremys rivulata,R150,Mauremys rivulata,Reptilia,Testudines,Geoemydidae,2111.9883293611238,FALSE
Montivipera raddei,R151,Montivipera raddei,Reptilia,Squamata,Viperidae,687.7850221720245,FALSE
Montivipera wagneri,R152,Montivipera wagneri,Reptilia,Squamata,Viperidae,448.9269636784816,FALSE
Montivipera xanthina,R153,Montivipera xanthina,Reptilia,Squamata,Viperidae,1118.3433380298427,FALSE
Natrix maura,R154,Natrix maura,Reptilia,Squamata,Colubridae,135.80201907851557,FALSE
Natrix natrix,R155,Natrix natrix,Reptilia,Squamata,Colubridae,2800.9288442575817,FALSE
Natrix tessellata,R156,Natrix tessellata,Reptilia,Squamata,Colubridae,283.7919028441555,FALSE
Ophiomorus punctatissimus,R157,Ophiomorus punctatissimus,Reptilia,Squamata,Scincidae,2.4717241450161302,FALSE
Ophisops elegans,R158,Ophisops elegans,Reptilia,Squamata,Lacertidae,7.9778215193254525,FALSE
Phrynocephalus guttatus,R159,Phrynocephalus guttatus,Reptilia,Squamata,Agamidae,8.7719464544218,FALSE
Phrynocephalus helioscopus,R160,Phrynocephalus helioscopus,Reptilia,Squamata,Agamidae,11.041533997338547,FALSE
Phrynocephalus mystaceus,R161,Phrynocephalus mystaceus,Reptilia,Squamata,Agamidae,63.07574184003762,FALSE
Phrynocephalus persicus,R162,Phrynocephalus persicus,Reptilia,Squamata,Agamidae,6.493748969760169,FALSE
Platyceps najadum,R163,Platyceps najadum,Reptilia,Squamata,Colubridae,228.19292330704133,FALSE
Iranolacerta brandtii,R164,Iranolacerta brandtii,Reptilia,Squamata,Lacertidae,10.335796619612966,FALSE
Podarcis liolepis,R165,Podarcis liolepis,Reptilia,Squamata,Lacertidae,11.830920934516175,FALSE
Podarcis bocagei,R166,Podarcis bocagei,Reptilia,Squamata,Lacertidae,7.9778215193254525,FALSE
Podarcis carbonelli,R167,Podarcis carbonelli,Reptilia,Squamata,Lacertidae,6.410727473809027,FALSE
Podarcis erhardii,R168,Podarcis erhardii,Reptilia,Squamata,Lacertidae,13.66306621338215,FALSE
Podarcis filfolensis,R169,Podarcis filfolensis,Reptilia,Squamata,Lacertidae,14.645524510811386,FALSE
Podarcis gaigeae,R170,Podarcis gaigeae,Reptilia,Squamata,Lacertidae,22.8559880337543,FALSE
Podarcis hispanicus,R171,Podarcis hispanicus,Reptilia,Squamata,Lacertidae,9.399457856231331,FALSE
Podarcis lilfordi,R172,Podarcis lilfordi,Reptilia,Squamata,Lacertidae,12.272676623188719,FALSE
Podarcis melisellensis,R173,Podarcis melisellensis,Reptilia,Squamata,Lacertidae,9.399457856231331,FALSE
Podarcis milensis,R174,Podarcis milensis,Reptilia,Squamata,Lacertidae,9.779255388025643,FALSE
Podarcis muralis,R175,Podarcis muralis,Reptilia,Squamata,Lacertidae,10.979212049317777,FALSE
Podarcis peloponnesiacus,R176,Podarcis peloponnesiacus,Reptilia,Squamata,Lacertidae,14.14865803294883,FALSE
Podarcis pityusensis,R177,Podarcis pityusensis,Reptilia,Squamata,Lacertidae,12.725201793164754,FALSE
Podarcis raffoneae,R178,Podarcis raffonei,Reptilia,Squamata,Lacertidae,14.14865803294883,FALSE
Podarcis sicula,R179,Podarcis siculus,Reptilia,Squamata,Lacertidae,4328.643124696887,TRUE
Podarcis tauricus,R180,Podarcis tauricus,Reptilia,Squamata,Lacertidae,17.303388110374065,FALSE
Podarcis tiliguerta,R181,Podarcis tiliguerta,Reptilia,Squamata,Lacertidae,15.153791725900295,FALSE
Podarcis vaucheri,R182,Podarcis vaucheri,Reptilia,Squamata,Lacertidae,5.062025632989812,FALSE
Podarcis waglerianus,R183,Podarcis waglerianus,Reptilia,Squamata,Lacertidae,10.169062369892469,FALSE
Psammodromus manuelae,R184,Psammodromus algirus,Reptilia,Squamata,Lacertidae,288.29181400424625,TRUE
