MSW3_ID,Scientific,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value.g,BodyMass.Source,BodyMass.SpecLevel,Species,plant,animal,diet.elton
2568,Paramelomys naso,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,84.49,"Ref_2, Ref_3",0,Paramelomys naso,100,0,herbivore
2569,Paramelomys levipes,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,82.81,Ref_58,1,Paramelomys levipes,100,0,herbivore
2570,Paramelomys platyops,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,85.6,Ref_58,1,Paramelomys platyops,100,0,herbivore
2571,Paramelomys rubex,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,47.16,Ref_58,1,Paramelomys rubex,100,0,herbivore
2572,Paramelomys steini,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,84.49,"Ref_2, Ref_3",0,Paramelomys steini,100,0,herbivore
2573,Paramelomys lorentzii,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,150,Ref_58,1,Paramelomys lorentzii,100,0,herbivore
2574,Paramelomys gressitti,Muridae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,84.49,"Ref_2, Ref_3",0,Paramelomys gressitti,100,0,herbivore
2575,Paruromys dominator,Muridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,325.31,Ref_58,1,Paruromys dominator,100,0,herbivore
2576,Paulamys naso,Muridae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,122,Ref_167,1,Paulamys naso,50,50,omnivore
2577,Pelomys campanae,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,77.01,Ref_178,2,Pelomys campanae,100,0,herbivore
2578,Pelomys fallax,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,130,Ref_117,1,Pelomys fallax,100,0,herbivore
2579,Pelomys hopkinsi,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,76.94,Ref_178,2,Pelomys hopkinsi,100,0,herbivore
2580,Pelomys isseli,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,60,Ref_117,1,Pelomys isseli,100,0,herbivore
2581,Pelomys minor,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,50,Ref_117,1,Pelomys minor,100,0,herbivore
2582,Phloeomys cumingi,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1946.33,Ref_117,1,Phloeomys cumingi,100,0,herbivore
2583,Phloeomys pallidus,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1744.14,Ref_58,1,Phloeomys pallidus,100,0,herbivore
2584,Pithecheir parvus,Muridae,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,106,Ref_117,1,Pithecheir parvus,90,10,omnivore
2585,Pithecheir melanurus,Muridae,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,108,Ref_117,1,Pithecheir melanurus,90,10,omnivore
2586,Pithecheirops otion,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,,1,0,0,Ref_3,D2,71.33,"Ref_2, Ref_3",0,Pithecheirops otion,90,10,omnivore
2587,Pogonomelomys mayeri,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,,1,0,0,Ref_1,ABC,109.7,Ref_117,1,Pogonomelomys mayeri,90,10,omnivore
2588,Pogonomelomys bruijni,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,S,A,,1,0,0,Ref_1,ABC,82.01,Ref_178,2,Pogonomelomys bruijni,90,10,omnivore
2589,Pogonomys sylvestris,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,43.35,Ref_117,1,Pogonomys sylvestris,100,0,herbivore
2590,Pogonomys fergussoniensis,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,57.88,"Ref_2, Ref_3",0,Pogonomys fergussoniensis,100,0,herbivore
2591,Pogonomys loriae,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,95.13,Ref_117,1,Pogonomys loriae,100,0,herbivore
2592,Pogonomys macrourus,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,53.95,Ref_117,1,Pogonomys macrourus,100,0,herbivore
2593,Pogonomys championi,Muridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,50.45,Ref_117,1,Pogonomys championi,100,0,herbivore
2594,Pseudohydromys ellermani,Muridae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,21.4,Ref_58,1,Pseudohydromys ellermani,20,80,omnivore
2595,Pseudohydromys fuscus,Muridae,70,0,0,0,0,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,18.74,Ref_58,1,Pseudohydromys fuscus,30,70,omnivore
2596,Pseudohydromys murinus,Muridae,70,0,0,0,0,0,0,0,0,30,Ref_58,ABC,G,A,,1,0,0,Ref_3,D2,16.8,Ref_117,1,Pseudohydromys murinus,30,70,omnivore
2597,Pseudohydromys occidentalis,Muridae,90,0,0,0,0,0,0,0,0,10,Ref_58,ABC,G,A,,1,0,0,Ref_3,D2,21.9,Ref_117,1,Pseudohydromys occidentalis,10,90,omnivore
2598,Pseudomys desertor,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25,Ref_117,1,Pseudomys desertor,80,20,omnivore
2599,Pseudomys oralis,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,95,Ref_117,1,Pseudomys oralis,80,20,omnivore
2600,Pseudomys occidentalis,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,34,Ref_117,1,Pseudomys occidentalis,80,20,omnivore
2601,Pseudomys nanus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,34,Ref_117,1,Pseudomys nanus,80,20,omnivore
2602,Pseudomys johnsoni,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,12,Ref_117,1,Pseudomys johnsoni,80,20,omnivore
2603,Pseudomys higginsi,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,67,Ref_117,1,Pseudomys higginsi,80,20,omnivore
2604,Pseudomys hermannsburgensis,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,12,Ref_117,1,Pseudomys hermannsburgensis,80,20,omnivore
2605,Pseudomys gracilicaudatus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,74.75,Ref_117,1,Pseudomys gracilicaudatus,80,20,omnivore
2606,Pseudomys gouldii,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,50,Ref_117,1,Pseudomys gouldii,80,20,omnivore
2607,Pseudomys glaucus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,27.5,Ref_130,1,Pseudomys glaucus,80,20,omnivore
2608,Pseudomys patrius,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15,Ref_130,1,Pseudomys patrius,80,20,omnivore
2609,Pseudomys fieldi,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,45,Ref_117,1,Pseudomys fieldi,80,20,omnivore
2610,Pseudomys novaehollandiae,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20,Ref_117,1,Pseudomys novaehollandiae,80,20,omnivore
2611,Pseudomys delicatulus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1,Pseudomys delicatulus,80,20,omnivore
2612,Pseudomys chapmani,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,12,Ref_117,1,Pseudomys chapmani,80,20,omnivore
2613,Pseudomys calabyi,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,19.5,Ref_130,1,Pseudomys calabyi,80,20,omnivore
2614,Pseudomys bolami,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15.5,Ref_117,1,Pseudomys bolami,80,20,omnivore
2615,Pseudomys australis,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,65,Ref_117,1,Pseudomys australis,80,20,omnivore
2616,Pseudomys apodemoides,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20,Ref_117,1,Pseudomys apodemoides,80,20,omnivore
2617,Pseudomys albocinereus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,30.5,Ref_117,1,Pseudomys albocinereus,80,20,omnivore
2618,Pseudomys fumeus,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,70,Ref_117,1,Pseudomys fumeus,80,20,omnivore
2619,Pseudomys shortridgei,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,70,Ref_117,1,Pseudomys shortridgei,80,20,omnivore
2620,Pseudomys pilligaensis,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1,Pseudomys pilligaensis,80,20,omnivore
2621,Pseudomys laborifex,Muridae,20,0,0,0,0,0,0,0,30,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,12,Ref_117,1,Pseudomys laborifex,80,20,omnivore
2622,Rattus novaeguineae,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,133,Ref_117,1,Rattus novaeguineae,70,30,omnivore
2623,Rattus lutreolus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,106,Ref_117,1,Rattus lutreolus,70,30,omnivore
2624,Rattus sanila,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus sanila,70,30,omnivore
2625,Rattus salocco,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus salocco,70,30,omnivore
2626,Rattus richardsoni,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,64.29,Ref_58,1,Rattus richardsoni,60,40,omnivore
2627,Rattus praetor,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,204.13,Ref_117,1,Rattus praetor,70,30,omnivore
2628,Rattus palmarum,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,491,Ref_117,1,Rattus palmarum,70,30,omnivore
2629,Rattus omichlodes,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,70.02,Ref_58,1,Rattus omichlodes,70,30,omnivore
2630,Rattus simalurensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,153.12,Ref_178,2,Rattus simalurensis,70,30,omnivore
2631,Rattus norvegicus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,338.33,Ref_117,1,Rattus norvegicus,70,30,omnivore
2632,Rattus nitidus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,133.5,Ref_117,1,Rattus nitidus,70,30,omnivore
2633,Rattus pyctoris,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus pyctoris,70,30,omnivore
2634,Rattus niobe,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,45.07,Ref_58,1,Rattus niobe,60,40,omnivore
2635,Rattus ranjiniae,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,120,Ref_117,1,Rattus ranjiniae,70,30,omnivore
2636,Rattus nativitatis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus nativitatis,70,30,omnivore
2637,Rattus morotaiensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,148.25,Ref_117,1,Rattus morotaiensis,70,30,omnivore
2638,Rattus osgoodi,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,93,Ref_117,1,Rattus osgoodi,70,30,omnivore
2639,Rattus tiomanicus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,129.96,Ref_117,1,Rattus tiomanicus,70,30,omnivore
2640,Rattus xanthurus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,303,Ref_117,1,Rattus xanthurus,70,30,omnivore
2641,Rattus villosissimus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,134,Ref_117,1,Rattus villosissimus,70,30,omnivore
2642,Rattus rattus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,229.13,Ref_117,1,Rattus rattus,70,30,omnivore
2643,Rattus verecundus,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,97.02,Ref_58,1,Rattus verecundus,60,40,omnivore
2644,Rattus vandeuseni,Muridae,40,0,0,0,0,0,0,0,30,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,67.24,Ref_58,1,Rattus vandeuseni,60,40,omnivore
2645,Rattus pelurus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,170.27,Ref_178,2,Rattus pelurus,70,30,omnivore
2646,Rattus satarae,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus satarae,70,30,omnivore
2647,Rattus pococki,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus pococki,70,30,omnivore
2648,Rattus mordax,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,230,Ref_117,1,Rattus mordax,70,30,omnivore
2649,Rattus timorensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,160.32,Ref_178,2,Rattus timorensis,70,30,omnivore
2650,Rattus tawitawiensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,180,Ref_117,1,Rattus tawitawiensis,70,30,omnivore
2651,Rattus tanezumi,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,134,Ref_117,1,Rattus tanezumi,70,30,omnivore
2652,Rattus stoicus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,323,Ref_117,1,Rattus stoicus,70,30,omnivore
2653,Rattus steini,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,155,Ref_117,1,Rattus steini,70,30,omnivore
2654,Rattus sordidus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,157.5,Ref_117,1,Rattus sordidus,70,30,omnivore
2655,Rattus tunneyi,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,124,Ref_117,1,Rattus tunneyi,70,30,omnivore
2656,Rattus montanus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,136,Ref_117,1,Rattus montanus,70,30,omnivore
2657,Rattus exulans,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,47.31,Ref_117,1,Rattus exulans,70,30,omnivore
2658,Rattus everetti,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,255.03,Ref_117,1,Rattus everetti,70,30,omnivore
2659,Rattus enganus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,305,Ref_117,1,Rattus enganus,70,30,omnivore
2660,Rattus elaphinus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,131.35,Ref_117,1,Rattus elaphinus,70,30,omnivore
2661,Rattus colletti,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,61,Ref_117,1,Rattus colletti,70,30,omnivore
2662,Rattus feliceus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,306,Ref_117,1,Rattus feliceus,70,30,omnivore
2663,Rattus blangorum,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus blangorum,70,30,omnivore
2664,Rattus bontanus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,239,Ref_117,1,Rattus bontanus,70,30,omnivore
2665,Rattus arrogans,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus arrogans,70,30,omnivore
2666,Rattus argentiventer,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,133.13,Ref_117,1,Rattus argentiventer,70,30,omnivore
2667,Rattus arfakiensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus arfakiensis,70,30,omnivore
2668,Rattus annandalei,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,216.1,Ref_117,1,Rattus annandalei,70,30,omnivore
2669,Rattus andamanensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus andamanensis,70,30,omnivore
2670,Rattus adustus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,158,Ref_117,1,Rattus adustus,70,30,omnivore
2671,Rattus burrus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,152.3,Ref_178,2,Rattus burrus,70,30,omnivore
2672,Rattus jobiensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,380,Ref_117,1,Rattus jobiensis,70,30,omnivore
2673,Rattus mindorensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,136,Ref_117,1,Rattus mindorensis,70,30,omnivore
2674,Rattus macleari,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,149.96,"Ref_2, Ref_3",0,Rattus macleari,70,30,omnivore
2675,Rattus lugens,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,224,Ref_117,1,Rattus lugens,70,30,omnivore
2676,Rattus losea,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,77,Ref_117,1,Rattus losea,70,30,omnivore
2677,Rattus leucopus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,171.73,Ref_117,1,Rattus leucopus,70,30,omnivore
2678,Rattus korinchi,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,131,Ref_117,1,Rattus korinchi,70,30,omnivore
2679,Rattus fuscipes,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,133,Ref_117,1,Rattus fuscipes,70,30,omnivore
2680,Rattus koopmani,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,151.4,Ref_178,2,Rattus koopmani,70,30,omnivore
2681,Rattus mollicomulus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,151.76,Ref_178,2,Rattus mollicomulus,70,30,omnivore
2682,Rattus marmosurus,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,217,Ref_117,1,Rattus marmosurus,70,30,omnivore
2683,Rattus baluensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,108.75,Ref_117,1,Rattus baluensis,70,30,omnivore
2684,Rattus hoogerwerfi,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,165,Ref_117,1,Rattus hoogerwerfi,70,30,omnivore
2685,Rattus hoffmanni,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,147,Ref_117,1,Rattus hoffmanni,70,30,omnivore
2686,Rattus hainaldi,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,155.52,Ref_178,2,Rattus hainaldi,70,30,omnivore
2687,Rattus giluwensis,Muridae,30,0,0,0,0,0,20,0,40,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,169.88,Ref_178,2,Rattus giluwensis,70,30,omnivore
2688,Rhabdomys dilectus,Muridae,20,0,0,0,0,0,20,0,40,20,Ref_2,D1,G,A,,0,0,1,Ref_1,ABC,41.12,"Ref_2, Ref_3",0,Rhabdomys dilectus,80,20,omnivore
2689,Rhabdomys pumilio,Muridae,20,0,0,0,0,0,20,0,40,20,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,41.12,Ref_117,1,Rhabdomys pumilio,80,20,omnivore
2690,Rhagamys orthodon,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,71.33,"Ref_2, Ref_3",0,Rhagamys orthodon,90,10,omnivore
2691,Rhynchomys isarogensis,Muridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,122.5,Ref_117,1,Rhynchomys isarogensis,0,100,carnivore
2692,Rhynchomys soricoides,Muridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,187,Ref_117,1,Rhynchomys soricoides,0,100,carnivore
2693,Solomys salebrosus,Muridae,0,0,0,0,0,0,50,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_3,D2,397,Ref_117,1,Solomys salebrosus,100,0,herbivore
2694,Solomys sapientis,Muridae,0,0,0,0,0,0,50,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_3,D2,402.48,Ref_178,2,Solomys sapientis,100,0,herbivore
2695,Solomys salamonis,Muridae,0,0,0,0,0,0,50,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_3,D2,408.8,Ref_178,2,Solomys salamonis,100,0,herbivore
2696,Solomys ponceleti,Muridae,0,0,0,0,0,0,50,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_3,D2,1000,Ref_117,1,Solomys ponceleti,100,0,herbivore
2697,Solomys spriggsarum,Muridae,0,0,0,0,0,0,50,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_3,D2,630.08,"Ref_2, Ref_3",0,Solomys spriggsarum,100,0,herbivore
2698,Sommeromys macrorhinos,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,71.33,"Ref_2, Ref_3",0,Sommeromys macrorhinos,90,10,omnivore
2699,Spelaeomys florensis,Muridae,40,0,0,0,0,0,0,0,0,60,Ref_1,ABC,S,A,,1,0,0,Ref_3,D2,71.33,"Ref_2, Ref_3",0,Spelaeomys florensis,60,40,omnivore
2700,Srilankamys ohiensis,Muridae,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,79.25,Ref_178,2,Srilankamys ohiensis,90,10,omnivore
2701,Stenocephalemys ruppi,Muridae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,48.99,Ref_58,1,Stenocephalemys ruppi,20,80,omnivore
2702,Stenocephalemys albipes,Muridae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,52.81,Ref_178,2,Stenocephalemys albipes,20,80,omnivore
2703,Stenocephalemys albocaudata,Muridae,80,0,0,0,0,0,0,0,0,20,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,144,Ref_117,1,Stenocephalemys albocaudata,20,80,omnivore
