MSW3_ID,Scientific,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value.g,BodyMass.Source,BodyMass.SpecLevel,Species,plant,animal,diet.elton
1,Tachyglossus aculeatus,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,3025,Ref_117,1,Tachyglossus aculeatus,0,100,carnivore
2,Zaglossus attenboroughi,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,Ref_65,ABC,G,A,,1,0,0,Ref_1,ABC,8532.39,"Ref_2, Ref_3",0,Zaglossus attenboroughi,0,100,carnivore
3,Zaglossus bartoni,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,7180,Ref_131,1,Zaglossus bartoni,0,100,carnivore
4,Zaglossus bruijni,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10139.5,Ref_117,1,Zaglossus bruijni,0,100,carnivore
5,Ornithorhynchus anatinus,Ornithorhynchidae,80,0,0,20,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1484.25,Ref_117,1,Ornithorhynchus anatinus,0,100,carnivore
6,Caluromys philander,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,229.25,Ref_117,1,Caluromys philander,70,30,omnivore
7,Caluromys derbianus,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,297,Ref_117,1,Caluromys derbianus,70,30,omnivore
8,Caluromys lanatus,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,325,Ref_117,1,Caluromys lanatus,70,30,omnivore
9,Caluromysiops irrupta,Didelphidae,20,0,0,0,0,0,20,40,0,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,250,Ref_117,1,Caluromysiops irrupta,80,20,omnivore
10,Glironia venusta,Didelphidae,40,0,0,0,20,0,20,0,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,114,Ref_117,1,Glironia venusta,40,60,omnivore
11,Chironectes minimus,Didelphidae,50,0,0,30,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,946,Ref_117,1,Chironectes minimus,20,80,omnivore
12,Didelphis aurita,Didelphidae,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1163.99,Ref_117,1,Didelphis aurita,20,80,omnivore
13,Didelphis imperfecta,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1260.04,"Ref_2, Ref_3",0,Didelphis imperfecta,50,50,omnivore
14,Didelphis marsupialis,Didelphidae,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1091.16,Ref_117,1,Didelphis marsupialis,20,80,omnivore
15,Didelphis pernigra,Didelphidae,20,0,0,0,30,30,0,0,0,20,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,1260.04,"Ref_2, Ref_3",0,Didelphis pernigra,20,80,omnivore
16,Didelphis virginiana,Didelphidae,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,2195.48,Ref_117,1,Didelphis virginiana,20,80,omnivore
17,Didelphis albiventris,Didelphidae,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,904,Ref_117,1,Didelphis albiventris,20,80,omnivore
18,Gracilinanus formosus,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_2,D1,S,A,,1,1,0,Ref_2,D1,18.9,"Ref_2, Ref_3",0,Gracilinanus formosus,50,50,omnivore
19,Gracilinanus emiliae,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,7.6,Ref_117,1,Gracilinanus emiliae,50,50,omnivore
20,Gracilinanus microtarsus,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,31,Ref_117,1,Gracilinanus microtarsus,50,50,omnivore
21,Gracilinanus marica,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,23.8,Ref_117,1,Gracilinanus marica,50,50,omnivore
22,Gracilinanus dryas,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,18,Ref_117,1,Gracilinanus dryas,50,50,omnivore
23,Gracilinanus aceramarcae,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,20.5,Ref_117,1,Gracilinanus aceramarcae,50,50,omnivore
24,Gracilinanus agricolai,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_2,D1,S,A,,1,1,0,Ref_2,D1,18.9,"Ref_2, Ref_3",0,Gracilinanus agricolai,50,50,omnivore
25,Gracilinanus agilis,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,22,Ref_117,1,Gracilinanus agilis,50,50,omnivore
26,Gracilinanus ignitus,Didelphidae,50,0,0,0,0,0,30,20,0,0,Ref_2,D1,S,A,,1,1,0,Ref_2,D1,18.9,"Ref_2, Ref_3",0,Gracilinanus ignitus,50,50,omnivore
27,Hyladelphys kalinowskii,Didelphidae,60,10,0,0,0,10,20,0,0,0,Ref_3,D2,Ar,A,,1,0,0,Ref_3,D2,16.75,Ref_155,1,Hyladelphys kalinowskii,20,80,omnivore
28,Lestodelphys halli,Didelphidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,76,Ref_117,1,Lestodelphys halli,0,100,carnivore
29,Lutreolina crassicaudata,Didelphidae,20,40,20,20,0,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,537.3,Ref_117,1,Lutreolina crassicaudata,0,100,carnivore
30,Marmosa murina,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,26,Ref_117,1,Marmosa murina,30,70,omnivore
31,Marmosa xerophila,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,46.2,Ref_117,1,Marmosa xerophila,30,70,omnivore
32,Marmosa tyleriana,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,32.4,Ref_117,1,Marmosa tyleriana,30,70,omnivore
33,Marmosa rubra,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,63,Ref_117,1,Marmosa rubra,30,70,omnivore
34,Marmosa quichua,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,38.23,"Ref_2, Ref_3",0,Marmosa quichua,30,70,omnivore
35,Marmosa mexicana,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,49.45,Ref_117,1,Marmosa mexicana,30,70,omnivore
36,Marmosa lepida,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,14,Ref_117,1,Marmosa lepida,30,70,omnivore
37,Marmosa andersoni,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,47.4,Ref_117,1,Marmosa andersoni,30,70,omnivore
38,Marmosa robinsoni,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,56.67,Ref_117,1,Marmosa robinsoni,30,70,omnivore
39,Marmosops handleyi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,30.7,Ref_117,1,Marmosops handleyi,50,50,omnivore
40,Marmosops juninensis,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,31.57,"Ref_2, Ref_3",0,Marmosops juninensis,50,50,omnivore
41,Marmosops pinheiroi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_23,ABC,Ar,A,,1,0,0,Ref_2,D1,31.57,"Ref_2, Ref_3",0,Marmosops pinheiroi,50,50,omnivore
42,Marmosops paulensis,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,38.89,Ref_58,1,Marmosops paulensis,50,50,omnivore
43,Marmosops parvidens,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,15,Ref_117,1,Marmosops parvidens,50,50,omnivore
44,Marmosops noctivagus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,21,Ref_117,1,Marmosops noctivagus,50,50,omnivore
45,Marmosops neblina,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,31.57,"Ref_2, Ref_3",0,Marmosops neblina,50,50,omnivore
46,Marmosops bishopi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,19.5,Ref_132,1,Marmosops bishopi,50,50,omnivore
47,Marmosops impavidus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,40.5,Ref_117,1,Marmosops impavidus,50,50,omnivore
48,Marmosops incanus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,62.3,Ref_117,1,Marmosops incanus,50,50,omnivore
49,Marmosops fuscatus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,60,Ref_117,1,Marmosops fuscatus,50,50,omnivore
50,Marmosops dorothea,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,37.5,Ref_117,1,Marmosops dorothea,50,50,omnivore
51,Marmosops cracens,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,25.5,Ref_117,1,Marmosops cracens,50,50,omnivore
52,Marmosops invictus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,29.2,Ref_117,1,Marmosops invictus,50,50,omnivore
53,Metachirus nudicaudatus,Didelphidae,30,20,20,0,10,0,20,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,375,Ref_117,1,Metachirus nudicaudatus,20,80,omnivore
54,Micoureus demerarae,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,75.75,Ref_117,1,Micoureus demerarae,10,90,omnivore
55,Micoureus regina,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,118.6,Ref_117,1,Micoureus regina,10,90,omnivore
56,Micoureus paraguayanus,Didelphidae,30,0,0,0,30,0,20,20,0,0,Ref_21,ABC,S,A,,1,0,0,Ref_1,ABC,112.43,Ref_58,1,Micoureus paraguayanus,40,60,omnivore
57,Micoureus constantiae,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,90,Ref_117,1,Micoureus constantiae,10,90,omnivore
58,Micoureus alstoni,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,132.3,Ref_117,1,Micoureus alstoni,10,90,omnivore
59,Micoureus phaeus,Didelphidae,90,0,0,0,0,0,10,0,0,0,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,103.76,"Ref_2, Ref_3",0,Micoureus phaeus,10,90,omnivore
60,Monodelphis emiliae,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1,Monodelphis emiliae,40,60,omnivore
61,Monodelphis osgoodi,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,112,Ref_117,1,Monodelphis osgoodi,40,60,omnivore
62,Monodelphis umbristriata,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,61.54,"Ref_2, Ref_3",0,Monodelphis umbristriata,40,60,omnivore
63,Monodelphis theresa,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,112,Ref_117,1,Monodelphis theresa,40,60,omnivore
64,Monodelphis sorex,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,48,Ref_117,1,Monodelphis sorex,40,60,omnivore
65,Monodelphis scalops,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,741,Ref_117,1,Monodelphis scalops,40,60,omnivore
66,Monodelphis rubida,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,45.5,Ref_117,1,Monodelphis rubida,40,60,omnivore
67,Monodelphis palliolata,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,61.54,"Ref_2, Ref_3",0,Monodelphis palliolata,40,60,omnivore
68,Monodelphis unistriata,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,55.3,Ref_117,1,Monodelphis unistriata,40,60,omnivore
69,Monodelphis kunsi,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11.3,Ref_117,1,Monodelphis kunsi,40,60,omnivore
70,Monodelphis glirina,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,61.54,"Ref_2, Ref_3",0,Monodelphis glirina,40,60,omnivore
71,Monodelphis domestica,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,71.4,Ref_117,1,Monodelphis domestica,40,60,omnivore
72,Monodelphis dimidiata,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,58,Ref_117,1,Monodelphis dimidiata,40,60,omnivore
73,Monodelphis brevicaudata,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,69.63,Ref_117,1,Monodelphis brevicaudata,40,60,omnivore
74,Monodelphis americana,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,19.5,Ref_117,1,Monodelphis americana,40,60,omnivore
75,Monodelphis adusta,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,35,Ref_117,1,Monodelphis adusta,40,60,omnivore
76,Monodelphis maraxina,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,61.57,Ref_178,2,Monodelphis maraxina,40,60,omnivore
77,Monodelphis iheringi,Didelphidae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,112,Ref_117,1,Monodelphis iheringi,40,60,omnivore
78,Philander andersoni,Didelphidae,30,30,20,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,1,1,Ref_1,ABC,325,Ref_117,1,Philander andersoni,10,90,omnivore
79,Philander opossum,Didelphidae,30,30,20,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,1,1,Ref_1,ABC,585.5,Ref_117,1,Philander opossum,10,90,omnivore
80,Philander mcilhennyi,Didelphidae,30,30,20,0,10,0,10,0,0,0,Ref_2,D1,S,A,,1,1,1,Ref_1,ABC,325,Ref_134,1,Philander mcilhennyi,10,90,omnivore
81,Philander frenatus,Didelphidae,30,30,20,0,10,0,10,0,0,0,Ref_2,D1,S,A,,1,1,1,Ref_2,D1,395.45,"Ref_2, Ref_3",0,Philander frenatus,10,90,omnivore
82,Thylamys pusillus,Didelphidae,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,28.21,Ref_58,1,Thylamys pusillus,10,90,omnivore
83,Thylamys venustus,Didelphidae,80,0,0,0,20,0,0,0,0,0,Ref_54,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0,Thylamys venustus,0,100,carnivore
84,Thylamys tatei,Didelphidae,80,0,0,0,20,0,0,0,0,0,Ref_54,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0,Thylamys tatei,0,100,carnivore
85,Thylamys sponsorius,Didelphidae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0,Thylamys sponsorius,0,100,carnivore
86,Thylamys velutinus,Didelphidae,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,20.7,Ref_117,1,Thylamys velutinus,10,90,omnivore
87,Thylamys macrurus,Didelphidae,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,34.43,Ref_58,1,Thylamys macrurus,10,90,omnivore
88,Thylamys karimii,Didelphidae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0,Thylamys karimii,0,100,carnivore
89,Thylamys cinderella,Didelphidae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0,Thylamys cinderella,0,100,carnivore
90,Thylamys elegans,Didelphidae,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,28.9,Ref_117,1,Thylamys elegans,10,90,omnivore
91,Thylamys pallidior,Didelphidae,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,14.9,Ref_117,1,Thylamys pallidior,10,90,omnivore
92,Tlacuatzin canescens,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,47.73,Ref_58,1,Tlacuatzin canescens,30,70,omnivore
93,Caenolestes caniventer,Caenolestidae,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1,Caenolestes caniventer,20,80,omnivore
94,Caenolestes condorensis,Caenolestidae,70,0,0,0,10,0,10,0,0,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,47.81,Ref_58,1,Caenolestes condorensis,20,80,omnivore
95,Caenolestes convelatus,Caenolestidae,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1,Caenolestes convelatus,20,80,omnivore
96,Caenolestes fuliginosus,Caenolestidae,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,27.8,Ref_117,1,Caenolestes fuliginosus,20,80,omnivore
97,Lestoros inca,Caenolestidae,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,21.1,Ref_117,1,Lestoros inca,20,80,omnivore
98,Rhyncholestes raphanurus,Caenolestidae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,21,Ref_117,1,Rhyncholestes raphanurus,20,80,omnivore
99,Dromiciops gliroides,Microbiotheriidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,22.3,Ref_117,1,Dromiciops gliroides,0,100,carnivore
100,Notoryctes caurinus,Notoryctidae,90,0,0,0,0,0,0,0,10,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,34,Ref_117,1,Notoryctes caurinus,10,90,omnivore
101,Notoryctes typhlops,Notoryctidae,90,0,0,0,0,0,0,0,10,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,55,Ref_117,1,Notoryctes typhlops,10,90,omnivore
103,Myrmecobius fasciatus,Myrmecobiidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,471.5,Ref_117,1,Myrmecobius fasciatus,0,100,carnivore
104,Dasycercus cristicauda,Dasyuridae,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,100,Ref_117,1,Dasycercus cristicauda,0,100,carnivore
105,Dasykaluta rosamondae,Dasyuridae,60,0,0,0,40,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,28.75,Ref_117,1,Dasykaluta rosamondae,0,100,carnivore
106,Dasyuroides byrnei,Dasyuridae,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,109.47,Ref_58,1,Dasyuroides byrnei,0,100,carnivore
107,Dasyurus spartacus,Dasyuridae,80,20,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,885.67,Ref_58,1,Dasyurus spartacus,0,100,carnivore
108,Dasyurus albopunctatus,Dasyuridae,80,20,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,637,Ref_117,1,Dasyurus albopunctatus,0,100,carnivore
109,Dasyurus viverrinus,Dasyuridae,70,20,0,0,0,10,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1090,Ref_117,1,Dasyurus viverrinus,0,100,carnivore
110,Dasyurus geoffroii,Dasyuridae,60,20,10,0,0,10,0,0,0,0,Ref_52,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1,Dasyurus geoffroii,0,100,carnivore
111,Dasyurus maculatus,Dasyuridae,30,60,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5500,Ref_117,1,Dasyurus maculatus,0,100,carnivore
112,Dasyurus hallucatus,Dasyuridae,40,30,20,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,525,Ref_117,1,Dasyurus hallucatus,10,90,omnivore
113,Myoictis melas,Dasyuridae,50,50,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,200,Ref_117,1,Myoictis melas,0,100,carnivore
114,Myoictis wallacii,Dasyuridae,50,50,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,200,"Ref_2, Ref_3",0,Myoictis wallacii,0,100,carnivore
115,Neophascogale lorentzi,Dasyuridae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,212,Ref_117,1,Neophascogale lorentzi,0,100,carnivore
116,Parantechinus apicalis,Dasyuridae,70,0,0,0,0,0,0,30,0,0,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,68.75,Ref_117,1,Parantechinus apicalis,30,70,omnivore
117,Phascolosorex doriae,Dasyuridae,70,0,0,0,0,0,30,0,0,0,Ref_2,D1,S,A,,1,1,0,Ref_1,ABC,168.31,Ref_117,1,Phascolosorex doriae,30,70,omnivore
118,Phascolosorex dorsalis,Dasyuridae,70,0,0,0,0,0,30,0,0,0,Ref_2,D1,S,A,,1,1,0,Ref_1,ABC,138.5,Ref_117,1,Phascolosorex dorsalis,30,70,omnivore
119,Pseudantechinus bilarni,Dasyuridae,70,0,0,0,0,0,0,30,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,23.05,Ref_58,1,Pseudantechinus bilarni,30,70,omnivore
120,Pseudantechinus woolleyae,Dasyuridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1,Pseudantechinus woolleyae,0,100,carnivore
121,Pseudantechinus roryi,Dasyuridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25.06,"Ref_2, Ref_3",0,Pseudantechinus roryi,0,100,carnivore
122,Pseudantechinus ningbing,Dasyuridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20,Ref_117,1,Pseudantechinus ningbing,0,100,carnivore
123,Pseudantechinus macdonnellensis,Dasyuridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,32.5,Ref_117,1,Pseudantechinus macdonnellensis,0,100,carnivore
124,Pseudantechinus mimulus,Dasyuridae,90,0,0,0,10,0,0,0,0,0,Ref_54,ABC,G,A,,1,0,0,Ref_1,ABC,16.5,Ref_130,1,Pseudantechinus mimulus,0,100,carnivore
125,Sarcophilus harrisii,Dasyuridae,0,0,0,0,0,100,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10000,Ref_117,1,Sarcophilus harrisii,0,100,carnivore
126,Antechinus leo,Dasyuridae,90,0,0,0,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,74,Ref_117,1,Antechinus leo,0,100,carnivore
127,Antechinus subtropicus,Dasyuridae,90,0,0,0,10,0,0,0,0,0,Ref_54,ABC,G,A,,1,0,0,Ref_1,ABC,59.5,Ref_130,1,Antechinus subtropicus,0,100,carnivore
128,Antechinus stuartii,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,27.5,Ref_117,1,Antechinus stuartii,0,100,carnivore
129,Antechinus minimus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,53.5,Ref_117,1,Antechinus minimus,0,100,carnivore
130,Antechinus flavipes,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,45,Ref_117,1,Antechinus flavipes,0,100,carnivore
131,Antechinus bellus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,44.5,Ref_117,1,Antechinus bellus,0,100,carnivore
132,Antechinus agilis,Dasyuridae,80,0,0,0,10,0,10,0,0,0,Ref_70,ABC,G,A,,1,0,0,Ref_1,ABC,22.13,Ref_58,1,Antechinus agilis,10,90,omnivore
133,Antechinus adustus,Dasyuridae,80,0,0,0,10,10,0,0,0,0,Ref_70,ABC,G,A,,1,0,0,Ref_1,ABC,36,Ref_130,1,Antechinus adustus,0,100,carnivore
