Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species;Author
B357;558408;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus arundinaceus;(Linnaeus, 1758) 
B358;916788;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Iduna caligata;(Lichtenstein, 1823) 
B359;916790;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Iduna pallida;(Hemprich & Ehrenberg, 1833) 
B360;560448;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais languida;(Hemprich & Ehrenberg, 1833) 
B361;560449;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais olivetorum;(Strickland, 1837) 
B362;560451;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais polyglotta;(Vieillot, 1817) 
B363;560447;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Hippolais icterina;(Vieillot, 1817) 
B364;179841;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus trochilus;(Linnaeus, 1758) 
B365;562129;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus collybita;(Vieillot, 1817) 
B366;925126;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus sindianus lorenzii;(T. Lorenz, 1887)
B367;562123;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus bonelli;(Vieillot, 1819) 
B368;916708;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus sibillatrix;(Bechstein, 1793) 
B369;562136;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus inornatus;(Blyth, 1842) 
B370;179843;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus borealis;(J. H. Blasius, 1858) 
B371;562159;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Phylloscopus trochiloides;(Sundevall, 1837) 
B372;563183;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia atricapilla;(Linnaeus, 1758) 
B373;563185;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia borin;(Boddaert, 1783) 
B374;563188;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia communis;Latham, 1787 
B375;563190;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia curruca;(Linnaeus, 1758) 
B376;563201;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia nisoria;(Bechstein, 1792) 
B377;563192;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia hortensis;(Gmelin, 1789) 
B378;915909;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia ruppeli;Temminck, 1823 
B379;563187;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia cantillans;(Pallas, 1764) 
B380;563196;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia melanocephala;(Gmelin, 1789) 
B381;563197;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia melanothorax;Tristram, 1872 
B382;563199;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia mystacea;Ménétriés, 1832 
B383;563189;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia conspicillata;Temminck, 1820 
B384;563205;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia undata;(Boddaert, 1783) 
B385;563203;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Sylvia sarda;Temminck, 1820 
B386;561250;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Muscicapa striata;(Pallas, 1764) 
B387;560081;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula hypoleuca;(Pallas, 1764) 
B388;560071;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula albicollis;(Temminck, 1815) 
B389;560087;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula semitorquata;(Homeyer, 1885) 
B390;178675;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Ficedula parva;(Bechstein, 1792) 
B391;559964;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Erithacus rubecula;(Linnaeus, 1758) 
B392;560896;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia luscinia;(Linnaeus, 1758) 
B393;560897;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia megarhynchos;C. L. Brehm, 1831 
B394;179820;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia calliope;(Pallas, 1776) 
B395;179818;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Luscinia svecica;(Linnaeus, 1758) 
B396;179838;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Tarsiger cyanurus;(Pallas, 1773) 
B397;560607;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Irania gutturalis;(Guerin-Meneville, 1843) 
B398;916328;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Erythropygia galactotes;(Temminck, 1820)
B399;562036;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Phoenicurus ochruros;(S. G. Gmelin, 1774) 
B400;562037;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Phoenicurus phoenicurus;(Linnaeus, 1758) 
B401;562837;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Saxicola rubetra;(Linnaeus, 1758) 
B402;726114;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Saxicola torquatus;(Linnaeus, 1766) 
B403;561653;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe leucura;(Gmelin, 1789) 
B404;179814;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe oenanthe;(Linnaeus, 1758) 
B405;561648;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe finschii;(Heuglin, 1869) 
B406;561663;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe pleschanka;(Lepechin, 1770) 
B407;561650;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe hispanica;(Linnaeus, 1758) 
B408;916352;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe chrysopygia;(Filippi, 1863) 
B409;561647;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe deserti;(Temminck, 1825) 
B410;561646;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe cypriaca;(Homeyer, 1884) 
B411;561651;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Oenanthe isabellina;(Temminck, 1829) 
B412;561803;v1.9 rev 2126ab0;Aves;Passeriformes;Timaliidae;Panurus biarmicus;(Linnaeus, 1758) 
B413;558441;v1.9 rev 2126ab0;Aves;Passeriformes;Aegithalidae;Aegithalos caudatus;(Linnaeus, 1758) 
B414;562352;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile lugubris;(Temminck, 1820)
B415;562354;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile palustris;(Linnaeus, 1758) 
B416;562353;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile montanus;(Conrad von Baldenstein, 1827)
B417;554384;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Poecile cinctus;Boddaert, 1783 
B418;561927;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Periparus ater;(Linnaeus, 1758)
B419;560873;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Lophophanes cristatus;(Linnaeus, 1758)
B420;561864;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Parus major;Linnaeus, 1758 
B421;559612;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Cyanistes caeruleus;(Linnaeus, 1758)
B422;559613;v1.9 rev 2126ab0;Aves;Passeriformes;Paridae;Cyanistes cyanus;(Pallas, 1770)
B423;563018;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta europaea;Linnaeus, 1758 
B424;563033;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta whiteheadi;Sharpe, 1884 
B425;563022;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta krueperi;Pelzeln, 1863 
B426;563027;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta neumayer;Michahelles, 1830 
B427;563030;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Sitta tephronota;Sharpe, 1872 
B428;563471;v1.9 rev 2126ab0;Aves;Passeriformes;Sittidae;Tichodroma muraria;(Linnaeus, 1766) 
B429;178795;v1.9 rev 2126ab0;Aves;Passeriformes;Certhiidae;Certhia familiaris;Linnaeus, 1758 
B430;559138;v1.9 rev 2126ab0;Aves;Passeriformes;Certhiidae;Certhia brachydactyla;C. L. Brehm, 1820 
B431;562702;v1.9 rev 2126ab0;Aves;Passeriformes;Remizidae;Remiz pendulinus;(Linnaeus, 1758) 
B432;561707;v1.9 rev 2126ab0;Aves;Passeriformes;Oriolidae;Oriolus oriolus;(Linnaeus, 1758) 
B433;560720;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius collurio;Linnaeus, 1758 
B434;178511;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius excubitor;Linnaeus, 1758 
B435;916255;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius meridionalis;Temminck, 1820 
B436;560728;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius minor;Gmelin, 1788 
B437;560730;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius nubicus;Lichtenstein, 1823 
B438;560732;v1.9 rev 2126ab0;Aves;Passeriformes;Laniidae;Lanius senator;Linnaeus, 1758 
B439;561934;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Perisoreus infaustus;(Linnaeus, 1758) 
B440;560214;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Garrulus glandarius;(Linnaeus, 1758) 
B441;916623;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Cyanopica cyanus;(Pallas, 1776)
B442;179720;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Pica pica;(Linnaeus, 1758) 
B443;561630;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Nucifraga caryocatactes;(Linnaeus, 1758) 
B444;562653;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Pyrrhocorax pyrrhocorax;(Linnaeus, 1758) 
B445;562652;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Pyrrhocorax graculus;(Linnaeus, 1766) 
B446;916629;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Coloeus monedula;Linnaeus, 1758 
B447;179738;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Corvus frugilegus;Linnaeus, 1758 
B448;559494;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Corvus corone;Linnaeus, 1758 
B449;179725;v1.9 rev 2126ab0;Aves;Passeriformes;Corvidae;Corvus corax;Linnaeus, 1758 
B450;915888;v1.9 rev 2126ab0;Aves;Passeriformes;Sturnidae;Pastor roseus;(Linnaeus, 1758) 
B451;179637;v1.9 rev 2126ab0;Aves;Passeriformes;Sturnidae;Sturnus vulgaris;Linnaeus, 1758 
B452;563175;v1.9 rev 2126ab0;Aves;Passeriformes;Sturnidae;Sturnus unicolor;Temminck, 1820 
B453;179537;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza citrinella;Linnaeus, 1758 
B454;554226;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza leucocephalos;S. G. Gmelin, 1771 
B455;559878;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza cirlus;Linnaeus, 1766 
B456;559875;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza cia;Linnaeus, 1766 
B457;559870;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza buchanani;Blyth, 1845 
B458;559876;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza cineracea;C. L. Brehm, 1855 
B459;559883;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza hortulana;Linnaeus, 1758 
B460;559872;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza caesia;Cretzschmar, 1827 
B461;179542;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza pusilla;Pallas, 1776 
B462;179538;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza rustica;Pallas, 1776 
B463;554225;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza aureola;Pallas, 1773 
B464;554227;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza melanocephala;Scopoli, 1769 
B465;559869;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza bruniceps;von J. F. Brandt, 1841 
B466;179541;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza pallasi;(Cabanis, 1851) 
B467;179543;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza schoeniclus;(Linnaeus, 1758) 
B468;729218;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Emberiza calandra;(Linnaeus, 1758) 
B469;179526;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Calcarius lapponicus;(Linnaeus, 1758) 
B470;179532;v1.9 rev 2126ab0;Aves;Passeriformes;Emberizidae;Plectrophenax nivalis;(Linnaeus, 1758) 
B471;179168;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Fringilla coelebs;Linnaeus, 1758 
B472;179167;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Fringilla montifringilla;Linnaeus, 1758 
B473;179205;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Pinicola enucleator;(Linnaeus, 1758) 
B474;179199;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carpodacus erythrinus;(Pallas, 1770) 
B475;559071;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carpodacus rubicilla;(Güldenstädt, 1775) 
B476;560889;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia pytyopsittacus;von Borkhausen, 1793 
B477;560890;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia scotica;Hartert, 1904 
B478;179259;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia curvirostra;Linnaeus, 1758 
B479;179268;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Loxia leucoptera;J. F. Gmelin, 1789 
B480;997806;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Chloris chloris;(Linnaeus, 1758) 
B481;179241;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Acanthis flammea;(Linnaeus, 1758) 
B482;179238;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Acanthis hornemanni;(Holböll, 1843) 
B483;997858;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Spinus spinus;(Linnaeus, 1758) 
B484;179226;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carduelis carduelis;(Linnaeus, 1758) 
B485;997850;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Linaria flavirostris;(Linnaeus, 1758) 
B486;997851;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Linaria cannabina;(Linnaeus, 1758) 
B487;562961;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Serinus pusillus;(Pallas, 1811) 
B488;562967;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Serinus serinus;(Linnaeus, 1766) 
B489;179558;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Serinus canaria;(Linnaeus, 1758) 
B490;729200;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Carduelis citrinella;(Pallas, 1764) 
B491;179180;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Pyrrhula pyrrhula;(Linnaeus, 1758) 
B492;997779;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Pyrrhula murina;Godman, 1866 
B493;179170;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Coccothraustes coccothraustes;(Linnaeus, 1758) 
B494;729201;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Rhodopechys sanguineus;(Gould, 1838) 
B495;729202;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Bucanetes githagineus;(M. H. K. Lichtenstein, 1823) 
B496;997781;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Bucanetes mongolicus;(Swinhoe, 1870) 
B497;729203;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Rhodospiza obsoleta;(M. H. K. Lichtenstein, 1823) 
B498;916930;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer italiae;(Vieillot, 1817) 
B499;179628;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer domesticus;(Linnaeus, 1758) 
B500;561880;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer hispaniolensis;(Temminck, 1820) 
B501;561885;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer moabiticus;Tristram, 1864 
B502;179630;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Passer montanus;(Linnaeus, 1758) 
B503;916525;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Gymnoris xanthocollis;(Burton, 1838) 
B504;561948;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Petronia petronia;(Linnaeus, 1766) 
B505;559082;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Carpospiza brachydactyla;(Bonaparte, 1850)
B506;561220;v1.9 rev 2126ab0;Aves;Passeriformes;Passeridae;Montifringilla nivalis;(Linnaeus, 1766) 
B507;560134;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Galerida theklae;A. E. Brehm, 1857 
B508;177077;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba bollii;Godman, 1872 
B509;177091;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba junoniae;Hartert, 1916 
B510;560121;v1.9 rev 2126ab0;Aves;Passeriformes;Fringillidae;Fringilla teydea;Webb, Berthelot & Moquin-Tandon, 1836 
B513;562830;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Saxicola dacotiae;(Meade-Waldo, 1889) 
B514;176488;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus gregarius;(Pallas, 1771) 
B515;176432;v1.9 rev 2126ab0;Aves;Gruiformes;Otididae;Chlamydotis undulata;(Jacquin, 1784) 
B516;176765;v1.9 rev 2126ab0;Aves;Charadriiformes;Glareolidae;Cursorius cursor;(Latham, 1787) 
M1;585100;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Acomys cilicicus;Spitzenberger, 1978
M2;585105;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Acomys minous;Bate, 1906 
M3;585107;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Acomys nesiotes;Bate, 1903 
M4;180703;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Alces alces;(Linnaeus, 1758) 
M5;609735;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga elater;(Lichtenstein, 1828) 
M6;609736;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga euphratica;Thomas, 1881 
M7;609739;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga major;(Kerr, 1792) 
M8;609741;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga sibirica;(Forster, 1778) 
M9;952076;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Allactaga williamsi;Thomas, 1897 
M10;632726;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Allocricetulus eversmanni;(Brandt, 1859) 
M11;622025;v1.9 rev 2126ab0;Mammalia;Carnivora;Canidae;Alopex lagopus;(Linnaeus, 1758) 
M12;585125;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus agrarius;(Pallas, 1771) 
M13;585126;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus alpicola;Heinrich, 1952 
M14;970802;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus epimelas;(Nehring, 1902) 
M15;585132;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus flavicollis;(Melchior, 1834) 
M16;585135;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus hyrcanicus;Vorontsov, Boyeskorov and Mezhzherin, 1992 
M17;585137;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus mystacinus;(Danford and Alston, 1877) 
M18;585139;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus ponticus;(Sviridenko, 1936) 
M19;585143;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus sylvaticus;(Linnaeus, 1758) 
M20;585145;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus uralensis;(Pallas, 1811) 
M21;970804;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Apodemus witherbyi;(Thomas, 1902) 
M22;970588;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Arvicola amphibius;(Linnaeus, 1758) 
M23;632818;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Arvicola sapidus;Miller, 1908 
M24;970589;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Arvicola scherman;(Shaw, 1801) 
M25;633535;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Atelerix algirus;(Lereboullet, 1842) 
M26;631926;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Barbastella barbastellus;(Schreber, 1774) 
M27;631927;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Barbastella leucomelas;(Cretzschmar, 1826) 
M28;183836;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Bison bonasus;(Linnaeus, 1758) 
M29;632755;v1.9 rev 2126ab0;Mammalia;Rodentia;Calomyscidae;Calomyscus urartensis;Vorontsov and Kartavseva, 1979 
M30;183817;v1.9 rev 2126ab0;Mammalia;Carnivora;Canidae;Canis aureus;Linnaeus, 1758 
M31;180596;v1.9 rev 2126ab0;Mammalia;Carnivora;Canidae;Canis lupus;Linnaeus, 1758 
M32;898774;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra hircus aegagrus;Erxleben, 1777 
M33;625136;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra caucasica;Güldenstaedt and Pallas, 1783 
M34;898768;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra caucasica cylindricornis;(Blyth, 1841) 
M36;625139;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra ibex;Linnaeus, 1758 
M37;625141;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Capra pyrenaica;Schinz, 1838 
M38;625063;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Capreolus capreolus;(Linnaeus, 1758) 
M39;625064;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Capreolus pygargus;(Pallas, 1771) 
M40;573165;v1.9 rev 2126ab0;Mammalia;Rodentia;Castoridae;Castor fiber;Linnaeus, 1758 
M41;180695;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Cervus elaphus;Linnaeus, 1758 
M42;632822;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Chionomys gud;(Satunin, 1909) 
M43;632823;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Chionomys nivalis;(Martins, 1842) 
M44;632824;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Chionomys roberti;(Thomas, 1906) 
M45;632732;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Cricetulus migratorius;(Pallas, 1773) 
M46;632734;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Cricetus cricetus;(Linnaeus, 1758) 
M47;709747;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura arispa;Spitzenberger, 1971 
M48;633558;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura armenica;Gureev, 1963 
M49;633569;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura canariensis;Hutterer, Lopez-Jurado and Vogel, 1987 
M50;709750;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura caspica;Thomas, 1907 
M52;633616;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura leucodon;(Hermann, 1780) 
M53;709755;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura ichnusae;Festa, 1912
M54;633672;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura russula;(Hermann, 1780) 
M55;633674;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura serezkyensis;Laptev, 1929
M56;633676;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura sicula;Miller, 1900 
M57;633681;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura suaveolens;(Pallas, 1811) 
M58;633703;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Crocidura zimmermanni;Wettstein, 1953 
M59;552472;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Cervidae;Dama dama;(Linnaeus, 1758) 
M60;633829;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Talpidae;Desmana moschata;(Linnaeus, 1758) 
M61;180326;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Dicrostonyx torquatus;(Pallas, 1778) 
M62;632830;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Dinaromys bogdanovi;(Martino, 1922) 
M63;633704;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Diplomesodon pulchellum;(Lichtenstein, 1823) 
M64;609755;v1.9 rev 2126ab0;Mammalia;Rodentia;Dipodidae;Dipus sagitta;(Pallas, 1773) 
M65;584966;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Dryomys laniger;Felten and Storch, 1968 
M66;584967;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Dryomys nitedula;(Pallas, 1778) 
M67;584969;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Eliomys melanurus;(Wagner, 1840) 
M68;584970;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Eliomys quercinus;(Linnaeus, 1766) 
M69;632833;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Ellobius lutescens;Thomas, 1897 
M70;632834;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Ellobius talpinus;(Pallas, 1770) 
M71;948891;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus gobiensis bobrinskoi;Kuzyakin, 1935 
