Taxon,Binomial,Family,Insular (Y/N),Maximum mass (log10(g)),Appears in fossil record? (Y/N),Reference for body size,Reference for fossil record
Lizards,Agama mossambica,Agamidae,N,1.769857769,N,"Feldman et al., 2016",
Lizards,Agama mucosoensis,Agamidae,N,1.835650543,N,"Feldman et al., 2016",
Lizards,Agama mwanzae,Agamidae,N,2.157792546,N,"Feldman et al., 2016",
Lizards,Agama parafricana,Agamidae,N,1.537417866,N,"Feldman et al., 2016",
Lizards,Agama paragama,Agamidae,N,1.652524287,N,"Feldman et al., 2016",
Lizards,Agama persimilis,Agamidae,N,0.922188819,N,"Feldman et al., 2016",
Lizards,Agama planiceps,Agamidae,N,2.052662626,N,"Feldman et al., 2016",
Lizards,Agama robecchii,Agamidae,N,1.948517361,N,"Feldman et al., 2016",
Lizards,Agama rueppelli,Agamidae,N,1.454831794,N,"Feldman et al., 2016",
Lizards,Agama sankaranica,Agamidae,N,1.304845764,N,"Feldman et al., 2016",
Lizards,Agama somalica,Agamidae,N,1.561238621,N,"Feldman et al., 2016",
Lizards,Agama spinosa,Agamidae,N,1.835650543,N,"Feldman et al., 2016",
Lizards,Agama sylvana,Agamidae,N,1.589792774,N,"Feldman et al., 2016",
Lizards,Agama tassiliensis,Agamidae,N,1.918660399,N,"Feldman et al., 2016",
Lizards,Agama turuensis,Agamidae,N,1.977727551,N,"Feldman et al., 2016",
Lizards,Agama weidholzi,Agamidae,N,0.943095972,N,"Feldman et al., 2016",
Lizards,Amphibolurus muricatus,Agamidae,N,1.82490559,N,"Feldman et al., 2016",
Lizards,Amphibolurus norrisi,Agamidae,N,1.735717101,N,"Feldman et al., 2016",
Lizards,Aphaniotis acutirostris,Agamidae,Y,1.081017401,N,"Feldman et al., 2016",
Lizards,Aphaniotis fusca,Agamidae,N,1.099617481,N,"Feldman et al., 2016",
Lizards,Aphaniotis ornata,Agamidae,Y,0.765991427,N,"Feldman et al., 2016",
Lizards,Brachysaura minor,Agamidae,N,1.381922992,N,"Feldman et al., 2016",
Lizards,Bronchocela celebensis,Agamidae,Y,1.763098435,N,"Feldman et al., 2016",
Lizards,Bronchocela cristatella,Agamidae,N,1.877794109,N,"Feldman et al., 2016",
Lizards,Bronchocela danieli,Agamidae,Y,1.22309441,N,"Feldman et al., 2016",
Lizards,Bronchocela hayeki,Agamidae,Y,1.769857769,N,"Feldman et al., 2016",
Lizards,Bronchocela jubata,Agamidae,Y,2.070763359,N,"Feldman et al., 2016",
Lizards,Bronchocela marmorata,Agamidae,Y,1.82490559,N,"Feldman et al., 2016",
Lizards,Bronchocela orlovi,Agamidae,N,1.652524287,N,"Feldman et al., 2016",
Lizards,Bronchocela rayaensis,Agamidae,Y,1.304845764,N,"Feldman et al., 2016",
Lizards,Bronchocela rubrigularis,Agamidae,Y,1.607653755,N,"Feldman et al., 2016",
Lizards,Bronchocela shenlong,Agamidae,N,1.602574712,N,"Feldman et al., 2016",
Lizards,Bronchocela smaragdina,Agamidae,N,1.688808567,N,"Feldman et al., 2016",
Lizards,Bronchocela vietnamensis,Agamidae,N,1.792147274,N,"Feldman et al., 2016",
Lizards,Bufoniceps laungwalaensis,Agamidae,N,1.023626427,N,"Feldman et al., 2016",
Lizards,Calotes aurantolabium,Agamidae,N,1.206132118,N,"Feldman et al., 2016",
Lizards,Calotes bachae,Agamidae,N,1.482926235,N,"Feldman et al., 2016",
Lizards,Calotes bhutanensis,Agamidae,N,0.857449138,N,"Feldman et al., 2016",
Lizards,Calotes calotes,Agamidae,N,1.977727551,N,"Feldman et al., 2016",
Lizards,Calotes ceylonensis,Agamidae,Y,1.272737477,N,"Feldman et al., 2016",
Lizards,Calotes chincollium,Agamidae,N,2.00537507,N,"Feldman et al., 2016",
Lizards,Calotes desilvai,Agamidae,Y,1.22309441,N,"Feldman et al., 2016",
Lizards,Calotes ellioti,Agamidae,N,1.157470186,N,"Feldman et al., 2016",
Lizards,Calotes emma,Agamidae,N,1.82490559,N,"Feldman et al., 2016",
Lizards,Calotes grandisquamis,Agamidae,N,2.070763359,N,"Feldman et al., 2016",
Lizards,Calotes htunwini,Agamidae,N,1.402737938,N,"Feldman et al., 2016",
Lizards,Calotes irawadi,Agamidae,N,1.61271374,N,"Feldman et al., 2016",
Lizards,Calotes jerdoni,Agamidae,N,1.877794109,N,"Feldman et al., 2016",
Lizards,Calotes liocephalus,Agamidae,Y,1.524,N,"Feldman et al., 2016",
Lizards,Calotes liolepis,Agamidae,Y,1.524,N,"Feldman et al., 2016",
Lizards,Calotes manamendrai,Agamidae,Y,1.037237776,N,"Feldman et al., 2016",
Lizards,Calotes maria,Agamidae,N,1.769857769,N,"Feldman et al., 2016",
Lizards,Calotes medogensis,Agamidae,N,1.153926204,N,"Feldman et al., 2016",
Lizards,Calotes mystaceus,Agamidae,N,2.140830255,N,"Feldman et al., 2016",
Lizards,Calotes nemoricola,Agamidae,N,2.070763359,N,"Feldman et al., 2016",
Lizards,Calotes nigrilabris,Agamidae,Y,1.97869041,N,"Feldman et al., 2016",
Lizards,Calotes pethiyagodai,Agamidae,Y,1.408626525,N,"Feldman et al., 2016",
Lizards,Calotes rouxii,Agamidae,N,1.262953992,N,"Feldman et al., 2016",
Lizards,Calotes versicolor,Agamidae,N,2.070763359,Y,"Feldman et al., 2016","Arnold & Bour, 2008"
Lizards,Ceratophora aspera,Agamidae,Y,0.430641831,N,"Feldman et al., 2016",
Lizards,Ceratophora erdeleni,Agamidae,Y,1.288887183,N,"Feldman et al., 2016",
Lizards,Ceratophora karu,Agamidae,Y,0.288396273,N,"Feldman et al., 2016",
Lizards,Ceratophora stoddartii,Agamidae,Y,1.359258856,N,"Feldman et al., 2016",
Lizards,Ceratophora tennentii,Agamidae,Y,1.381922992,N,"Feldman et al., 2016",
Lizards,Chelosania brunnea,Agamidae,N,1.747193633,N,"Feldman et al., 2016",
Lizards,Chlamydosaurus kingii,Agamidae,N,2.959745783,N,"Feldman et al., 2016",
Lizards,Complicitus nigrigularis,Agamidae,Y,1.153926204,N,"Feldman et al., 2016",
Lizards,Cophotis ceylanica,Agamidae,Y,0.983962262,N,"Feldman et al., 2016",
Lizards,Cophotis dumbara,Agamidae,Y,0.819334823,N,"Feldman et al., 2016",
Lizards,Coryphophylax brevicaudus,Agamidae,Y,0.916276257,N,"Feldman et al., 2016",
Lizards,Coryphophylax subcristatus,Agamidae,Y,1.673929251,N,"Feldman et al., 2016",
Lizards,Cryptagama aurita,Agamidae,N,0.476863067,N,"Feldman et al., 2016",
Lizards,Ctenophorus adelaidensis,Agamidae,N,0.667876575,N,"Feldman et al., 2016",
Lizards,Ctenophorus butlerorum,Agamidae,N,0.385919555,N,"Feldman et al., 2016",
Lizards,Ctenophorus caudicinctus,Agamidae,N,1.589792774,N,"Feldman et al., 2016",
Lizards,Ctenophorus chapmani,Agamidae,N,0.642190382,N,"Feldman et al., 2016",
Lizards,Ctenophorus clayi,Agamidae,N,0.78944392,N,"Feldman et al., 2016",
Lizards,Ctenophorus cristatus,Agamidae,N,1.67682196,N,"Feldman et al., 2016",
Lizards,Ctenophorus decresii,Agamidae,N,1.381922992,N,"Feldman et al., 2016",
Lizards,Ctenophorus femoralis,Agamidae,N,0.765991427,N,"Feldman et al., 2016",
Lizards,Ctenophorus fionni,Agamidae,N,1.468952179,N,"Feldman et al., 2016",
Lizards,Ctenophorus fordi,Agamidae,N,0.78944392,N,"Feldman et al., 2016",
Lizards,Ctenophorus gibba,Agamidae,N,1.468952179,N,"Feldman et al., 2016",
Lizards,Ctenophorus isolepis,Agamidae,N,1.272737477,N,"Feldman et al., 2016",
Lizards,Ctenophorus maculatus,Agamidae,N,0.983962262,N,"Feldman et al., 2016",
Lizards,Ctenophorus maculosus,Agamidae,N,1.043029414,N,"Feldman et al., 2016",
Lizards,Ctenophorus mckenziei,Agamidae,N,1.171553702,N,"Feldman et al., 2016",
Lizards,Ctenophorus mirrityana,Agamidae,N,1.392370626,N,"Feldman et al., 2016",
Lizards,Ctenophorus nguyarna,Agamidae,N,1.195851375,N,"Feldman et al., 2016",
Lizards,Ctenophorus nuchalis,Agamidae,N,1.846310554,N,"Feldman et al., 2016",
Lizards,Ctenophorus ornatus,Agamidae,N,1.454831794,N,"Feldman et al., 2016",
Lizards,Ctenophorus parviceps,Agamidae,N,0.642190382,N,"Feldman et al., 2016",
Lizards,Ctenophorus pictus,Agamidae,N,1.134266044,N,"Feldman et al., 2016",
Lizards,Ctenophorus reticulatus,Agamidae,N,1.627780761,N,"Feldman et al., 2016",
Lizards,Ctenophorus rufescens,Agamidae,N,1.482926235,N,"Feldman et al., 2016",
Lizards,Ctenophorus salinarum,Agamidae,N,1.187223806,N,"Feldman et al., 2016",
Lizards,Ctenophorus scutulatus,Agamidae,N,1.712466794,N,"Feldman et al., 2016",
Lizards,Ctenophorus tjantjalka,Agamidae,N,1.136065223,N,"Feldman et al., 2016",
Lizards,Ctenophorus vadnappa,Agamidae,N,1.381922992,N,"Feldman et al., 2016",
Lizards,Ctenophorus yinnietharra,Agamidae,N,1.336207279,N,"Feldman et al., 2016",
Lizards,Dendragama boulengeri,Agamidae,Y,1.136065223,N,"Feldman et al., 2016",
Lizards,Diporiphora adductus,Agamidae,N,0.993988215,N,"Feldman et al., 2016",
Lizards,Diporiphora albilabris,Agamidae,N,0.823875179,N,"Feldman et al., 2016",
Lizards,Diporiphora ameliae,Agamidae,N,0.981948096,N,"Feldman et al., 2016",
Lizards,Diporiphora amphiboluroides,Agamidae,N,1.440561985,N,"Feldman et al., 2016",
Lizards,Diporiphora arnhemica,Agamidae,N,0.900952406,N,"Feldman et al., 2016",
Lizards,Diporiphora australis,Agamidae,N,1.171553702,N,"Feldman et al., 2016",
Lizards,Diporiphora bennettii,Agamidae,N,1.22309441,N,"Feldman et al., 2016",
Lizards,Diporiphora bilineata,Agamidae,N,1.043029414,N,"Feldman et al., 2016",
Lizards,Diporiphora convergens,Agamidae,N,0.069242037,N,"Feldman et al., 2016",
Lizards,Diporiphora lalliae,Agamidae,N,1.153926204,N,"Feldman et al., 2016",
Lizards,Diporiphora linga,Agamidae,N,0.857449138,N,"Feldman et al., 2016",
Lizards,Diporiphora magna,Agamidae,N,1.381922992,N,"Feldman et al., 2016",
Lizards,Diporiphora margaretae,Agamidae,N,0.812495496,N,"Feldman et al., 2016",
Lizards,Diporiphora nobbi,Agamidae,N,1.288887183,N,"Feldman et al., 2016",
Lizards,Diporiphora paraconvergens,Agamidae,N,0.835159632,N,"Feldman et al., 2016",
Lizards,Diporiphora phaeospinosa,Agamidae,N,1.136065223,N,"Feldman et al., 2016",
Lizards,Diporiphora pindan,Agamidae,N,0.857449138,N,"Feldman et al., 2016",
Lizards,Diporiphora reginae,Agamidae,N,1.081017401,N,"Feldman et al., 2016",
Lizards,Diporiphora superba,Agamidae,N,1.454831794,N,"Feldman et al., 2016",
Lizards,Diporiphora valens,Agamidae,N,1.188953741,N,"Feldman et al., 2016",
Lizards,Diporiphora vescus,Agamidae,N,0.890207454,N,"Feldman et al., 2016",
Lizards,Diporiphora winneckei,Agamidae,N,1.043029414,N,"Feldman et al., 2016",
Lizards,Draco abbreviatus,Agamidae,N,1.292556326,N,"Feldman et al., 2016",
Lizards,Draco beccarii,Agamidae,Y,0.73221742,N,"Feldman et al., 2016",
Lizards,Draco biaro,Agamidae,Y,0.660618263,N,"Feldman et al., 2016",
Lizards,Draco bimaculatus,Agamidae,Y,0.612898996,N,"Feldman et al., 2016",
Lizards,Draco blanfordii,Agamidae,N,1.318341816,N,"Feldman et al., 2016",
Lizards,Draco boschmai,Agamidae,Y,0.860732698,N,"Feldman et al., 2016",
Lizards,Draco bourouniensis,Agamidae,Y,0.865787359,N,"Feldman et al., 2016",
Lizards,Draco caerulhians,Agamidae,Y,0.746296198,N,"Feldman et al., 2016",
Lizards,Draco cornutus,Agamidae,Y,0.87832744,N,"Feldman et al., 2016",
Lizards,Draco cristatellus,Agamidae,Y,0.874579785,N,"Feldman et al., 2016",
Lizards,Draco cyanopterus,Agamidae,Y,0.915145765,N,"Feldman et al., 2016",
Lizards,Draco dussumieri,Agamidae,N,0.939050922,N,"Feldman et al., 2016",
Lizards,Draco fimbriatus,Agamidae,N,1.293425244,N,"Feldman et al., 2016",
Lizards,Draco formosus,Agamidae,N,1.083359474,N,"Feldman et al., 2016",
Lizards,Draco guentheri,Agamidae,Y,0.95549305,N,"Feldman et al., 2016",
Lizards,Draco haematopogon,Agamidae,N,1.019002082,N,"Feldman et al., 2016",
Lizards,Draco indochinensis,Agamidae,N,1.104034016,N,"Feldman et al., 2016",
Lizards,Draco iskandari,Agamidae,Y,0.681535098,N,"Feldman et al., 2016",
Lizards,Draco jareckii,Agamidae,Y,0.85310871,N,"Feldman et al., 2016",
Lizards,Draco lineatus,Agamidae,Y,0.865787359,N,"Feldman et al., 2016",
Lizards,Draco maculatus,Agamidae,N,0.814209865,N,"Feldman et al., 2016",
Lizards,Draco maximus,Agamidae,N,1.46195476,N,"Feldman et al., 2016",
Lizards,Draco melanopogon,Agamidae,N,0.89319684,N,"Feldman et al., 2016",
Lizards,Draco mindanensis,Agamidae,Y,1.083359474,N,"Feldman et al., 2016",
Lizards,Draco modiglianii,Agamidae,Y,0.631607118,N,"Feldman et al., 2016",
Lizards,Draco norvillii,Agamidae,N,1.104034016,N,"Feldman et al., 2016",
Lizards,Draco obscurus,Agamidae,N,1.124342617,N,"Feldman et al., 2016",
Lizards,Draco ornatus,Agamidae,Y,0.879573943,N,"Feldman et al., 2016",
Lizards,Draco palawanensis,Agamidae,Y,0.787524802,N,"Feldman et al., 2016",
Lizards,Draco quadrasi,Agamidae,Y,0.807596556,N,"Feldman et al., 2016",
Lizards,Draco quinquefasciatus,Agamidae,N,1.083359474,N,"Feldman et al., 2016",
Lizards,Draco reticulatus,Agamidae,Y,1.292556326,N,"Feldman et al., 2016",
Lizards,Draco rhytisma,Agamidae,Y,0.787524802,N,"Feldman et al., 2016",
Lizards,Draco spilonotus,Agamidae,Y,0.717963746,N,"Feldman et al., 2016",
Lizards,Draco spilopterus,Agamidae,Y,1.007915948,N,"Feldman et al., 2016",
Lizards,Draco sumatranus,Agamidae,N,0.865787359,N,"Feldman et al., 2016",
Lizards,Draco supriatnai,Agamidae,Y,0.76020432,N,"Feldman et al., 2016",
Lizards,Draco taeniopterus,Agamidae,N,0.76020432,N,"Feldman et al., 2016",
Lizards,Draco timorensis,Agamidae,Y,0.89073195,N,"Feldman et al., 2016",
Lizards,Draco volans,Agamidae,N,0.927160598,N,"Feldman et al., 2016",
Lizards,Draco walkeri,Agamidae,Y,0.872074531,N,"Feldman et al., 2016",
Lizards,Gonocephalus abbotti,Agamidae,N,2.182842512,N,"Feldman et al., 2016",
Lizards,Gonocephalus bellii,Agamidae,N,2.092168323,N,"Feldman et al., 2016",
Lizards,Gonocephalus beyschlagi,Agamidae,Y,1.835650543,N,"Feldman et al., 2016",
Lizards,Gonocephalus bornensis,Agamidae,N,1.958324563,N,"Feldman et al., 2016",
Lizards,Gonocephalus chamaeleontinus,Agamidae,Y,2.239543901,N,"Feldman et al., 2016",
Lizards,Gonocephalus doriae,Agamidae,N,2.182842512,N,"Feldman et al., 2016",
Lizards,Gonocephalus grandis,Agamidae,N,2.157792546,N,"Feldman et al., 2016",
Lizards,Gonocephalus interruptus,Agamidae,Y,1.454831794,N,"Feldman et al., 2016",
Lizards,Gonocephalus klossi,Agamidae,Y,2.199287647,N,"Feldman et al., 2016",
Lizards,Gonocephalus kuhlii,Agamidae,Y,2.353568217,N,"Feldman et al., 2016",
Lizards,Gonocephalus lacunosus,Agamidae,Y,2.070763359,N,"Feldman et al., 2016",
Lizards,Gonocephalus liogaster,Agamidae,N,2.025047647,N,"Feldman et al., 2016",
Lizards,Gonocephalus megalepis,Agamidae,Y,2.006318396,N,"Feldman et al., 2016",
Lizards,Gonocephalus mjobergi,Agamidae,Y,1.351618697,N,"Feldman et al., 2016",
Lizards,Gonocephalus robinsonii,Agamidae,N,2.140830255,N,"Feldman et al., 2016",
Lizards,Gonocephalus semperi,Agamidae,Y,1.700689563,N,"Feldman et al., 2016",
Lizards,Gonocephalus sophiae,Agamidae,Y,2.070763359,N,"Feldman et al., 2016",
Lizards,Harpesaurus beccarii,Agamidae,Y,1.320617691,N,"Feldman et al., 2016",
Lizards,Harpesaurus borneensis,Agamidae,Y,0.812495496,N,"Feldman et al., 2016",
Lizards,Harpesaurus ensicauda,Agamidae,Y,0.835159632,N,"Feldman et al., 2016",
Lizards,Harpesaurus modiglianii,Agamidae,Y,1.272737477,N,"Feldman et al., 2016",
Lizards,Harpesaurus tricinctus,Agamidae,Y,0.922188819,N,"Feldman et al., 2016",
Lizards,Hydrosaurus amboinensis,Agamidae,Y,3.213331278,N,"Feldman et al., 2016",
Lizards,Hydrosaurus pustulatus,Agamidae,Y,2.912425687,N,"Feldman et al., 2016",
Lizards,Hydrosaurus weberi,Agamidae,Y,3.133985783,N,"Feldman et al., 2016",
Lizards,Hypsicalotes kinabaluensis,Agamidae,Y,2.025047647,N,"Feldman et al., 2016",
Lizards,Hypsilurus auritus,Agamidae,Y,1.877794109,N,"Feldman et al., 2016",
Lizards,Hypsilurus binotatus,Agamidae,Y,2.458698137,N,"Feldman et al., 2016",
Lizards,Hypsilurus boydii,Agamidae,N,2.278633141,N,"Feldman et al., 2016",
Lizards,Hypsilurus bruijnii,Agamidae,Y,2.006318396,N,"Feldman et al., 2016",
Lizards,Hypsilurus capreolatus,Agamidae,Y,1.758573315,N,"Feldman et al., 2016",
Lizards,Hypsilurus dilophus,Agamidae,Y,2.587222424,N,"Feldman et al., 2016",
Lizards,Hypsilurus geelvinkianus,Agamidae,Y,1.524,N,"Feldman et al., 2016",
Lizards,Hypsilurus godeffroyi,Agamidae,Y,2.676165712,N,"Feldman et al., 2016",
Lizards,Hypsilurus hikidanus,Agamidae,Y,2.140830255,N,"Feldman et al., 2016",
Lizards,Hypsilurus longi,Agamidae,N,2.676165712,N,"Feldman et al., 2016",
Lizards,Hypsilurus macrolepis,Agamidae,Y,1.977727551,N,"Feldman et al., 2016",
Lizards,Hypsilurus magnus,Agamidae,Y,2.658840193,N,"Feldman et al., 2016",
Lizards,Hypsilurus modestus,Agamidae,Y,1.61523663,N,"Feldman et al., 2016",
Lizards,Hypsilurus nigrigularis,Agamidae,Y,2.647164931,N,"Feldman et al., 2016",
Lizards,Hypsilurus ornatus,Agamidae,Y,2.114979923,N,"Feldman et al., 2016",
Lizards,Hypsilurus papuensis,Agamidae,Y,2.638931682,N,"Feldman et al., 2016",
Lizards,Hypsilurus schoedei,Agamidae,Y,1.856886956,N,"Feldman et al., 2016",
Lizards,Hypsilurus schultzewestrumi,Agamidae,Y,2.207435613,N,"Feldman et al., 2016",
Lizards,Hypsilurus spinipes,Agamidae,N,1.93863831,N,"Feldman et al., 2016",
Lizards,Hypsilurus tenuicephalus,Agamidae,Y,2.079723421,N,"Feldman et al., 2016",
Lizards,Intellagama lesueurii,Agamidae,N,2.955087802,N,"Feldman et al., 2016",
Lizards,Japalura andersoniana,Agamidae,N,1.136065223,N,"Feldman et al., 2016",
Lizards,Japalura batangensis,Agamidae,N,1.099617481,N,"Feldman et al., 2016",
Lizards,Japalura brevicauda,Agamidae,N,0.922188819,N,"Feldman et al., 2016",
Lizards,Japalura brevipes,Agamidae,Y,1.099617481,N,"Feldman et al., 2016",
Lizards,Japalura chapaensis,Agamidae,N,0.826139636,N,"Feldman et al., 2016",
Lizards,Japalura dasi,Agamidae,N,0.932682914,N,"Feldman et al., 2016",
Lizards,Japalura dymondi,Agamidae,N,1.496756965,N,"Feldman et al., 2016",
Lizards,Japalura fasciata,Agamidae,N,1.256392012,N,"Feldman et al., 2016",
Lizards,Japalura flaviceps,Agamidae,N,1.320617691,N,"Feldman et al., 2016",
Lizards,Japalura grahami,Agamidae,N,0.616005397,N,"Feldman et al., 2016",
Lizards,Japalura hamptoni,Agamidae,N,1.188953741,N,"Feldman et al., 2016",
Lizards,Japalura kumaonensis,Agamidae,N,0.900952406,N,"Feldman et al., 2016",
Lizards,Japalura luei,Agamidae,Y,1.127045227,N,"Feldman et al., 2016",
Lizards,Japalura major,Agamidae,N,1.440275043,N,"Feldman et al., 2016",
Lizards,Japalura makii,Agamidae,Y,1.288887183,N,"Feldman et al., 2016",
Lizards,Japalura micangshanensis,Agamidae,N,1.081017401,N,"Feldman et al., 2016",
Lizards,Japalura otai,Agamidae,N,0.805621304,N,"Feldman et al., 2016",
Lizards,Japalura planidorsata,Agamidae,N,0.667876575,N,"Feldman et al., 2016",
Lizards,Japalura polygonata,Agamidae,Y,1.226461414,N,"Feldman et al., 2016",
Lizards,Japalura sagittifera,Agamidae,N,0.920080165,N,"Feldman et al., 2016",
Lizards,Japalura splendida,Agamidae,N,1.524,N,"Feldman et al., 2016",
Lizards,Japalura swinhonis,Agamidae,Y,1.336207279,N,"Feldman et al., 2016",
Lizards,Japalura tricarinata,Agamidae,N,0.801018964,N,"Feldman et al., 2016",
Lizards,Japalura varcoae,Agamidae,N,1.304845764,N,"Feldman et al., 2016",
Lizards,Japalura variegata,Agamidae,N,1.791262732,N,"Feldman et al., 2016",
Lizards,Japalura yulongensis,Agamidae,N,0.835159632,N,"Feldman et al., 2016",
Lizards,Japalura yunnanensis,Agamidae,N,1.351618697,N,"Feldman et al., 2016",
Lizards,Japalura zhaoermii,Agamidae,N,1.304845764,N,"Feldman et al., 2016",
Lizards,Laudakia agrorensis,Agamidae,N,1.688808567,N,"Feldman et al., 2016",
Lizards,Laudakia dayana,Agamidae,N,1.203569271,N,"Feldman et al., 2016",
Lizards,Laudakia melanura,Agamidae,N,2.025047647,N,"Feldman et al., 2016",
Lizards,Laudakia nupta,Agamidae,N,2.255315828,N,"Feldman et al., 2016",
Lizards,Laudakia nuristanica,Agamidae,N,1.928686351,N,"Feldman et al., 2016",
Lizards,Laudakia pakistanica,Agamidae,N,2.070763359,N,"Feldman et al., 2016",
Lizards,Laudakia papenfussi,Agamidae,N,1.814074332,N,"Feldman et al., 2016",
Lizards,Laudakia sacra,Agamidae,N,2.043520324,N,"Feldman et al., 2016",
Lizards,Laudakia tuberculata,Agamidae,N,2.070763359,N,"Feldman et al., 2016",
Lizards,Laudakia wui,Agamidae,N,1.747193633,N,"Feldman et al., 2016",
Lizards,Leiolepis belliana,Agamidae,N,2.300038104,N,"Feldman et al., 2016",
Lizards,Leiolepis boehmei,Agamidae,N,1.835650543,N,"Feldman et al., 2016",
Lizards,Leiolepis guentherpetersi,Agamidae,N,2.123651878,N,"Feldman et al., 2016",
Lizards,Leiolepis guttata,Agamidae,N,2.759603727,N,"Feldman et al., 2016",
Lizards,Leiolepis ngovantrii,Agamidae,N,1.840991082,N,"Feldman et al., 2016",
Lizards,Leiolepis peguensis,Agamidae,N,2.17454412,N,"Feldman et al., 2016",
Lizards,Leiolepis reevesii,Agamidae,N,2.389529931,N,"Feldman et al., 2016",
Lizards,Leiolepis rubritaeniata,Agamidae,N,2.207435613,N,"Feldman et al., 2016",
Lizards,Leiolepis triploida,Agamidae,N,2.052662626,N,"Feldman et al., 2016",
Lizards,Lophocalotes ludekingi,Agamidae,Y,1.411561204,N,"Feldman et al., 2016",
Lizards,Lophognathus burnsi,Agamidae,N,1.928686351,N,"Feldman et al., 2016",
Lizards,Lophognathus gilberti,Agamidae,N,1.928686351,N,"Feldman et al., 2016",
Lizards,Lophognathus longirostris,Agamidae,N,1.700689563,N,"Feldman et al., 2016",
Lizards,Lophognathus maculilabris,Agamidae,Y,1.496756965,N,"Feldman et al., 2016",
Lizards,Lophognathus temporalis,Agamidae,N,2.092168323,N,"Feldman et al., 2016",
Lizards,Lyriocephalus scutatus,Agamidae,Y,2.353568217,N,"Feldman et al., 2016",
Lizards,Mantheyus phuwuanensis,Agamidae,N,1.381922992,N,"Feldman et al., 2016",
Lizards,Moloch horridus,Agamidae,N,1.792147274,N,"Feldman et al., 2016",
Lizards,Oriocalotes paulus,Agamidae,N,1.081017401,N,"Feldman et al., 2016",
Lizards,Otocryptis beddomei,Agamidae,N,0.447224855,N,"Feldman et al., 2016",
Lizards,Otocryptis nigristigma,Agamidae,Y,1.22309441,N,"Feldman et al., 2016",
Lizards,Otocryptis wiegmanni,Agamidae,Y,1.22309441,N,"Feldman et al., 2016",
Lizards,Paralaudakia badakhshana,Agamidae,N,1.550703533,N,"Feldman et al., 2016",
Lizards,Paralaudakia bochariensis,Agamidae,N,1.769857769,N,"Feldman et al., 2016",
Lizards,Paralaudakia caucasia,Agamidae,N,2.26313315,N,"Feldman et al., 2016",
Lizards,Paralaudakia erythrogaster,Agamidae,N,2.079723421,N,"Feldman et al., 2016",
Lizards,Paralaudakia himalayana,Agamidae,N,2.025047647,N,"Feldman et al., 2016",
Lizards,Paralaudakia lehmanni,Agamidae,N,2.070763359,N,"Feldman et al., 2016",
Lizards,Paralaudakia microlepis,Agamidae,N,2.061743363,N,"Feldman et al., 2016",
Lizards,Paralaudakia stoliczkana,Agamidae,N,2.316621128,N,"Feldman et al., 2016",
Lizards,Phoxophrys borneensis,Agamidae,Y,0.96368392,N,"Feldman et al., 2016",
Lizards,Phoxophrys cephalum,Agamidae,Y,1.288887183,N,"Feldman et al., 2016",
Lizards,Phoxophrys nigrilabris,Agamidae,Y,0.78944392,N,"Feldman et al., 2016",
Lizards,Phoxophrys spiniceps,Agamidae,Y,0.841885254,N,"Feldman et al., 2016",
Lizards,Phoxophrys tuberculata,Agamidae,Y,0.385919555,N,"Feldman et al., 2016",
